,Material,Long Material Description,Supplier,Location,PIGCOM,Comments,Leadtime,Tank_Drum_Size, Intransit ,Intransit_Notes, Stock_CH01 , Stock_CH10 , monthly Chemical Forecast , monthly Consumption (6months) , monthly Consumption (3months) ,InHouse Stock InMonth,StockSet InHouse & Intransit,Current InHouse & Intransit, Buy To StockSet , ByTank , revised To Buy , stock included Buy , Aveage ForeCast Consumption , current Chemical Demand ,InHouse vs. curOrders,InHouse vs. oneMonth,
115,104643,TOUCHMILL C/LDM (EX MILLITER C/LDM),GSC ITALY,O,-,Will flush out and stop,70,1000, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
116,104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),GSC ITALY,O,COMPOUND,"MILLING MEKONG, CAPITAL,Express,Datanla, PUCCINI",70,1000, -   ,-," 1,080 ", 124 , 100 , 50 , 70 ,14.2,5.3,14.2, -   , -   ,,, 85 , 22 ,"1,182 ","1,119 ",
117,104645,TOUCHMILL C/W8 (EX MILLITER C/W8),GSC ITALY,O,COMPOUND,"MILLING CAPITAL,BOWIE",70,1000, 960 ,NaT::960.0, 600 , 112 , 132 , 83 , 36 ,8.5,5.3,19.9, -   , -   ,,, 84 , 27 ,685 ,628 ,
118,104799,NERO CONTEX M,SAMIA,O,PIGMENT,"can replace by PP Stahl 19215, PP 11315)",70,120, -   ,-, -   , -   , 41 , -   ,,,5.3,0, -   , -   ,,,, 8 ,(8),,
119,105464,OPERA NERO FR,GSC,O,PIGMENT,GSC pigment (nhà CC ?ã ??i tên thành oxy fine nerro fr),70,120," 1,800 ",NaT::1800.0," 4,200 ", 353 ," 1,694 ", 773 , 879 ,3.5,5.3,4.9, 514 , 4.3 ,,," 1,286 ", 788 ,"3,765 ","3,267 ",
120,105180,OXY FINE NERO FR,GSC,O,-,GSC pigment (tên m?i c?a opera nero),70,120," 3,000 ",NaT::3000.0, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
121,104754,ISOLAC NERO,SAMIA,O,PIGMENT,-,70,10, -   ,-," 1,440 ", 48 , 152 , 114 , 112 ,11.3,5.3,11.3, -   , -   ,,, 132 , 62 ,"1,426 ","1,356 ",
122,105595,SHADE BLACK/EJ,GSC,O,-,-,70,10, -   ,-, 5 , 24 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,29 ,,
123,104914,SAMIACEL LACCA 793,SAMIA,O,COMPOUND,"FISS BOWIE (MANWAH), EFF ELLING TON+VISEU K TT LUX",70,50, -   ,-, -   , -   , 434 , -   ,,,5.3,0, -   , -   ,,,, 99 ,(99),,
124,105533,SAMIACEL LACCA 793 ET,SAMIA,O,-,"FISS BOWIE (MANWAH), EFF ELLING TON+VISEU K TT LUX",70,50," 2,000 ",NaT::2000.0," 1,800 ", 75 , -   , 539 , 337 ,11.2,5.3,23.1, -   , -   ,,, 168 , -   ,"1,875 ","1,707 ",
125,104915,SAMIACEL OPACO 813,SAMIA,O,COMPOUND,-,70,50, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
126,105515,SAMIACEL OPACO 813 ET,SAMIA,O,COMPOUND,"FISS nitro, SIENA, Maestro",70,50, -   ,-," 10,000 ", 36 , 684 , 655 , 578 ,15.9,5.3,15.9, -   , -   ,,, 631 , 408 ,"9,628 ","9,405 ",
127,104966,SMITFIX M 9556,SMIT FINISHING,O,COMPOUND,-,85,110, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
128,104964,RODA FIX 6271/B,TFL,O,-,xài trong FISS water màu tr?ng,83,1000, -   ,-," 4,000 "," 1,302 ", -   ," 1,431 ", 254 ,41.7,5.8,41.7, -   , -   ,,, 127 , -   ,"5,302 ","5,175 ",
129,105410,EX-WT-35-711,Stahl Singapore,O,COMPOUND,xài trong FISS water ,25,120," 11,960 ",2023-02-12::8760.0|||NaT::3200.0, -   , 711 ," 5,876 "," 2,964 "," 4,595 ",0.1,3.8,2.4," 7,330 ", 61.1 ,,," 5,236 "," 1,848 ","(1,137)","(4,525)",
130,104708,NOVA M 16/NF,UNICHEM,O,COMPOUND,-,54,120, -   ,-, -   , -   , -   , -   ,,,4.8,0, -   , -   ,,,, -   ,0 ,,
131,104973,TFIX M 9562,SMIT FINISHING,O,COMPOUND,"Tên art. Có TIP : BRAZOS MANWAH, TIP,BONO TIP, VANILE TIP,CAPE TOWN TIP,DAKOTA TIP,ASPEN,EMO TIP,ROSSINI TT TIP,TSING,XANTUM",70,120, -   ,-," 9,000 ", 346 , 29 , 186 , 91 ,155.8,5.3,155.8, -   , -   ,,, 60 , -   ,"9,346 ","9,286 ",
132,104812,NOVA NT/L NF,UNICHEM,O,-,-,54,120, -   ,-, -   , -   , -   , -   ,,,4.8,0, -   , -   ,,,, -   ,0 ,,
133,104824,NOVOLAC 750,RECALAC,O,COMPOUND,EMU DARK,70,1000," 10,000 ",NaT::10000.0," 15,000 "," 1,754 "," 2,658 "," 3,688 "," 5,240 ",4.2,5.3,6.8, -   , -   ,,," 3,949 ", 591 ,"16,163 ","12,805 ",
134,105376,TOPCELL VOC FREE,Tanquimica BRazil,O,COMPOUND,EMUL: ASIAMA and MANWAH,76,1000," 8,000 ",2023-03-12::8000.0, -   , -   ," 2,384 "," 1,409 ", 50 ,0,5.5,6.6, -   , -   ,,," 1,217 "," 1,596 ","(1,596)","(1,217)",
135,105223,EXP AQ SYSTEM EF 91/8,GSC,O,COMPOUND,"EFFETTO water: BONO TT TIP,HP, BRAZOS,VINCI, MALLORCA,BENTON,ANGKOR,RAIDER,GABLES,ROSSINI TT TIP",70,120," 9,120 ",2023-02-05::4560.0|||NaT::4560.0," 1,440 ", 189 ," 2,137 "," 1,788 "," 1,515 ",0.9,5.3,5.9, -   , -   ,,," 1,826 "," 2,140 ",(511),(197),
136,105170,AQ SYSTEM EF 91/8,,,-,-,0,, -   ,-, -   , -   , -   , -   ,,,3,0, -   ,,,,, -   ,0 ,,
137,104758,BRITEX ORANGE,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
138,104800,OCRA CONTEX,SAMIA,O,PIGMENT,-,70,160, -   ,-, -   , -   , 66 , -   ,,,5.3,0, -   , -   ,,,, 15 ,(15),,
139,105465,OPERA OCRA DL,GSC,O,PIGMENT,GSC project,70,150," 3,900 ",NaT::3900.0," 3,300 ", 293 ," 2,969 "," 1,360 "," 1,369 ",1.7,5.3,3.5," 3,904 ", 26.0 ,,," 2,169 "," 1,553 ","2,040 ","1,424 ",
140,104747,ISOLAC  OCRA ,SAMIA,O,PIGMENT,"xài h?t không mua n?a, chuy?n qua mua ""SHADE CARAMEL""",70,10, 120 ,NaT::120.0, 100 , 65 , 17 , 17 , 17 ,9.7,5.3,16.8, -   , -   ,,, 17 , 15 ,150 ,148 ,
141,105596,SHADE CARAMEL/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 5 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,5 ,,
142,104929,RODA BASE RECO 8,TFL,O,COMPOUND,PRE,83,115," 5,750 ",2023-03-27::5750.0," 14,950 ", 698 ," 4,535 "," 3,455 "," 3,298 ",4,5.8,5.5," 1,175 ", 10.2 ,,," 3,916 "," 2,762 ","12,886 ","11,732 ",
143,104963,RODA CARE NL,TFL,O,COMPOUND,"PRE  art: BOWIE,Ellington, TORONTO TAB,CAPITAL,OVAR,Maestro",83,115," 4,140 ",NaT::1150.0|||2023-03-27::2990.0," 5,405 ", 554 ," 1,331 "," 1,211 "," 1,124 ",4.9,5.8,8.2, -   , -   ,,," 1,228 ", 202 ,"5,757 ","4,731 ",
144,104728,PRIMEX UD 32,GSC ITALY,O,-,-,70,120, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
145,104761,BRITEX RED,SAMIA,O,COMPOUND,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
146,104624,RODA CRYL 137,TFL,O,COMPOUND,"RIM+EF HERCULES TT, AJAX TT /RIM+FISS toronto tab /EFF+FISS Bavaria,….",83,120, -   ,-," 1,200 ", 47 , 104 , 99 , 90 ,12.9,5.8,12.9, -   , -   ,,, 97 , 8 ,"1,239 ","1,150 ",
147,104625,RODA FEEL S 930,TFL,O,COMPOUND,add on FISS nitro,83,22, -   ,-, 814 , 42 , 92 , 73 , 67 ,10.7,5.8,10.7, -   , -   ,,, 80 , 42 ,814 ,776 ,
148,104801,ROSSO CONTEX CO,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , 2 , -   ,,,5.3,0, -   , -   ,,,, 5 ,(5),,
149,105466,OPERA ROSSO DL,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 1,440 ", 148 , 175 , 46 , 48 ,14.2,5.3,14.2, -   , -   ,,, 112 , 17 ,"1,571 ","1,476 ",
150,105042,SAMIANIL CB ROSSO RP,SAMIA,O,COMPOUND,"xài h?t không mua n?a, chuy?n qua xài ch?t có tên ??u là ""Sella …."" bên TFL",70,25, -   ,-, 40 , 7 , 1 , 1 , 1 ,47,5.3,47, -   , -   ,,, 1 , -   ,47 ,46 ,
151,104750,ISOLAC  ROSSO ,SAMIA,O,PIGMENT,"xài h?t không mua n?a, chuy?n qua mua ""SHADE RED""",70,10, -   ,-, 230 , 37 , 5 , 5 , 4 ,66.8,5.3,66.8, -   , -   ,,, 4 , 2 ,265 ,263 ,
152,105597,SHADE RED/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 4 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,4 ,,
153,105018,SAMIANIL CB ROSSO VIVO RP,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
154,104673,SE W 11 CONC,FENICE,O,COMPOUND,"Millipunte BRAZOS, TORONTO TIP, Bycast Tip, Malta Tip",64,30, -   ,-," 1,400 ", 41 , -   , 10 , 4 ,720.5,5.1,720.5, -   , -   ,,, 2 , -   ,"1,441 ","1,439 ",
155,104703,SMITFIX G 9058,SMIT FINISHING,O,COMPOUND,Millipunte HAWAII TIP,70,120, -   ,-, 120 , 50 , -   , 12 , 16 ,21.2,5.3,21.2, -   , -   ,,, 8 , -   ,170 ,162 ,
156,104672,MP1,RIVERBANK,D,COMPOUND,pha màu và v? sinh,14,190, -   ,-," 3,420 "," 1,344 "," 2,013 "," 2,799 "," 2,413 ",2.2,3.5,2.2," 2,877 ", 15.1 ,,," 2,213 "," 1,089 ","3,675 ","2,551 ",
157,105161,PM1–CLEANING,SAMCHEM,D,-,-,14,190, -   ,-, -   , -   , -   , -   ,,,3.5,0, -   , -   ,,,, -   ,0 ,,
158,105094,ACETONE *,AN V?NH PHÁT,D,-,-,14,160, -   ,-, -   , -   , -   , -   ,,,3.5,0, -   , -   ,,,, -   ,0 ,,
159,105114,SODA CASTIC,Nam Bình,D,-,Maintenance,14,25, -   ,-, -   , -   , -   , 117 , 133 ,0,3.5,0, 231 , 9.2 ,,, 66 , -   ,0 ,(66),
160,104642,TOLUENE,RIVERBANK,D,COMPOUND, Fiss Deco&lux,14,179, -   ,-, 179 , 131 , 4 , 10 , 9 ,51.7,3.5,51.7, -   , -   ,,, 6 , -   ,310 ,304 ,
161,104691,TOUCHMILL C/WS,GSC ITALY,O,COMPOUND,"MILLING CAPITAL,mekong, express, Datanla,PUCCINI",70,1000, -   ,-," 1,320 ", 108 , 200 , 98 , 135 ,8.5,5.3,8.5, -   , -   ,,, 168 , 43 ,"1,385 ","1,260 ",
162,104808,TURCHESE CONTEX T,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , 4 , -   ,,,5.3,0, -   , -   ,,,, 7 ,(7),,
163,105470,OPERA TURCHESE,GSC,O,PIGMENT,NCC ?ã ??i tên thành (OXY FINE TURCHESE),70,120, 240 ,NaT::240.0, 720 , 142 , 92 , 75 , 75 ,10.3,5.3,13.1, -   , -   ,,, 84 , 7 ,855 ,778 ,
164,105187,OXY FINE TURCHESE,GSC,O,-,GSC pigmnet,70,120, 240 ,NaT::240.0, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
165,104753,ISOLAC TURCHESE,SAMIA,O,PIGMENT,"xài h?t không mua n?a, chuy?n qua mua ""SHADE BLU""",70,10, -   ,-, 280 , 39 , 13 , 16 , 14 ,22.8,5.3,22.8, -   , -   ,,, 14 , 8 ,311 ,305 ,
166,105598,SHADE BLU/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 6 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,6 ,,
167,104765,BRITEX TURQUOISE,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
168,104913,LS 16-235,STALH Singapore,O,-,-,23,170, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
169,105326,SU 16-235,STALH Singapore,O,COMPOUND,-,23,180, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
170,105165,LS-76-235,STALH Brazil,O,COMPOUND,-,23,170, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
171,105336,EX-SU-76-235,STALH Singapore,O,COMPOUND,"EFF, FISS nitro",25,180," 2,160 ",2023-02-12::1080.0|||NaT::1080.0, -   , 347 ," 1,002 ", 886 , 948 ,0.4,3.8,2.6," 1,170 ", 6.5 ,,, 975 , 522 ,(175),(628),
172,104771,CONTEX VERDE,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, 2 ,(2),,
173,105463,OPERA VERDE,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 1,080 ", 191 , 55 , 40 , 32 ,28.9,5.3,28.9, -   , -   ,,, 44 , 5 ,"1,266 ","1,227 ",
174,105188,OXY FINE VERDE,GSC,O,-,GSC project,70,120, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
175,104809,VIOLETTO CONTEX R,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , 9 , -   ,,,5.3,0, -   , -   ,,,, 5 ,(5),,
176,105471,OPERA PORPORA,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 2,160 ", 113 , 52 , 34 , 28 ,56.8,5.3,56.8, -   , -   ,,, 40 , 13 ,"2,260 ","2,233 ",
177,105475,OXY FINE VIOLETTO,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 3,360 ", 200 , 49 , 35 , 36 ,84.8,5.3,84.8, -   , -   ,,, 42 , 36 ,"3,524 ","3,518 ",
178,105474,OXY CAR BORDEAUX HP,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 1,440 ", 142 , 45 , 24 , 22 ,46.5,5.3,46.5, -   , -   ,,, 34 , 2 ,"1,580 ","1,548 ",
179,104752,ISOLAC VIOLETTO,SAMIA,O,PIGMENT,"xài h?t không mua n?a, chuy?n qua mua ""SHADE VIOLET""",70,10, -   ,-, 620 , 67 , 49 , 52 , 48 ,14.3,5.3,14.3, -   , -   ,,, 48 , 26 ,661 ,639 ,
180,105599,SHADE VIOLET/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 9 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,9 ,,
181,104655,WT-13-351 (EX-64-170/3),STAHL,O,-,CLASSIC,0,120, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
182,104873,EX-WT-42-511,Stahl Singapore,O,COMPOUND,"FISS art CALIFORNIA, CADENZA",25,110, 220 ,NaT::220.0, 220 , 25 , 17 , 63 , 72 ,5.6,3.8,10.6, -   , -   ,,, 44 , -   ,245 ,201 ,
183,104923,TOP RT 10,GSC GROUP S.P.A,O,COMPOUND,NCC ?ã ??i tên thành (CRX RT CONC),70,10, 110 ,NaT::110.0, 160 , 122 , 66 , 45 , 40 ,5.3,5.3,7.4, -   , -   ,,, 53 , 14 ,268 ,229 ,
184,105177,CRX RT CONC,GSC GROUP S.P.A,O,-,tên m?i c?a TOP RT 10,70,10, 180 ,NaT::180.0, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
185,105411,XR-2514,STAHL,O,-,anti allergic to replaceTop RT-10 ,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
186,104767,CONTEX ZITRON,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , 20 , -   ,,,5.3,0, -   , -   ,,,, 1 ,(1),,
187,105455,OXY CAR CITRON HP,GSC,O,PIGMENT,GSC pigment,70,150, -   ,-," 1,350 ", 150 , 70 , 40 , 39 ,27.8,5.3,27.8, -   , -   ,,, 54 , 25 ,"1,475 ","1,446 ",
188,104819,CORAM T YELLOW,Orchid Chem,D,COMPOUND,Replacement for GIALLO R+L DHL 240Kg/month,14,10, -   ,-, -   , -   , 4 , -   ,,,3.5,0, -   , -   ,,,, 1 ,(1),,
189,85447,CA 3303,Orchid Chem,D,-,Replacement for CORAM T YELLOW ,14,25, -   ,-, -   , -   , -   , -   ,,,3.5,0, -   , -   ,,,, -   ,0 ,,
190,105554,RODA LAC ON 3050-N3,TFL,O,COMPOUND,"FISS art SIENA, ARTIC,Maestro",83,20, -   ,-, 660 , 21 , -   , 13 , 7 ,170.2,5.8,170.2, -   , -   ,,, 4 , -   ,681 ,677 ,
191,104842,RODA CARE NC,,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
192,104854,RODA PUR K 312,TFL,O,COMPOUND,-,83,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
193,105550,RODA PUR K 312/F,TFL,O,COMPOUND,"SIENA, THUNDER, EF GABLES K TT,AGG KARAT K TT,EF OCALA K TT",83,120, 480 ,NaT::120.0|||2023-03-27::360.0, 720 , 96 , 15 , 98 , 119 ,12.2,5.8,19.3, -   , -   ,,, 67 , -   ,816 ,749 ,
194,104810,CONTEX ROSSO HTR-CO,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
195,105476,OPERA VINACCIA,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-, 960 , 87 , 173 , 69 , 51 ,9.3,5.3,9.3, -   , -   ,,, 112 , 116 ,931 ,935 ,
196,104858,ISO PROPYLIC ALCOHOL,RIVERBANK,D,COMPOUND,"DYECOAT-BUENA, Fleshside",14,160, -   ,-, -   , 34 , 48 , 99 , 116 ,0.4,3.5,0.4, 254 , 1.6 ,,, 82 , 95 ,(61),(48),
197,104983,RECAPUR FIX TVN3,,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
198,100413,MELIO FOAM AX-03,Stahl Singapore,O,COMPOUND,add on FONDO FOAM,25,50, 300 ,NaT::300.0, 100 , 26 , 262 , 104 , 120 ,0.7,3.8,2.2, 306 , 6.1 ,,, 191 , 20 ,106 ,(65),
199,104877,CRX S 75 / NT,GSC ITALY,O,COMPOUND,cross linker,70,10, 300 ,NaT::300.0," 1,770 ", 97 , 265 , 293 , 273 ,6.9,5.3,8.1, -   , -   ,,, 269 , 128 ,"1,739 ","1,598 ",
200,105256,XR-5525,Stahl Singapore,O,-,-,70,5, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
201,105659,EX-XR-55-250 ,Stahl Singapore,O,COMPOUND,cross linker,70,5, -   ,-, 45 , 23 , 13 , 7 , 5 ,7.6,5.3,7.6, -   , -   ,,, 9 , 5 ,63 ,59 ,
202,104662,ANTISCHIUMA ANZ 130,MAGNABOSCO,O,-,-,70,1000, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
203,104390,SUPRONIL HK BLACK AS,STAHL Germany,O,COMPOUND,(Daniele)we can replace  with the new ones,80,30, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0 ,,
204,105045,SAMIANIL CB NERO RP,SAMIA,O,COMPOUND,This chemical will be applied on leather flesh side to use color that is in stock for long time (green,70,1, -   ,-, 350 , 20 , 3 , 4 , 4 ,92.5,5.3,92.5, -   , -   ,,, 4 , 2 ,368 ,366 ,
205,105124,SUPRONIL BLACK LD-5915,STAHL Germany,O,-,-,80,1, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0 ,,
206,104962,RODA LEVELLER B-LM,TFL,O,COMPOUND,add on FISS water,83,120, -   ,-, 960 , 38 , 70 , 84 , 69 ,14.3,5.8,14.3, -   , -   ,,, 70 , 37 ,961 ,928 ,
207,104902,SAMIACEL MACCHIA 3338,SAMIA,O,COMPOUND,-,70,50, -   ,-, -   , -   , 250 , -   ,,,5.3,0, -   , -   ,,,, 183 ,(183),,
208,105534,SAMIACEL MACCHIA 3338 ET,SAMIA,O,-,KELA,70,50, -   ,-, 900 , 120 , -   , 185 , 194 ,10.5,5.3,10.5, -   , -   ,,, 97 , -   ,"1,020 ",923 ,
209,104882,SMITFIX RL 9492,SMIT FINISHING,O,-,MALDONADO  LUX,85,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
210,104497,RODA WAX KCF 638,-,O,COMPOUND,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
211,104946,RODA KCF 684,TFL LEDERTECHNIK GMBH,O,COMPOUND,"KARMA/TUNDRA, THUNDER",83,120, -   ,-, -   , 217 , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,217 ,,
212,105402,ICALAC SB1 MATT,ICAP,O,-,"FISS Ellington, BENFICA, CARUSO,VISEU",83,23, -   ,-," 1,886 ", 21 , -   , 86 , 52 ,73.3,5.8,73.3, -   , -   ,,, 26 , -   ,"1,907 ","1,881 ",
213,104572,ICALAC SB 215,ICAP,O,COMPOUND,"FISS Ellington, BENFICA, CARUSO,VISEU",83,110, -   ,-," 4,070 ", 113 , 359 , 405 , 251 ,13.7,5.8,13.7, -   , -   ,,, 305 , 74 ,"4,109 ","3,878 ",
214,105084,GEALUX QT,Getti Brazil ,O,COMPOUND,"TATO Milling  Ellington, BENFICA, CARUSO",68,120, -   ,-," 1,200 ", 65 , 75 , 75 , 67 ,17.8,5.3,17.8, -   , -   ,,, 71 , 15 ,"1,250 ","1,194 ",
215,104842,RODA CARE NC,-,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
216,104846,RODA FEEL N 4,TFL,O,COMPOUND,"Fiss Baltimora, Tatto Milling ",83,60," 2,280 ",NaT::780.0|||2023-03-27::1200.0|||NaT::300.0, 240 , 153 , 820 , 576 , 610 ,0.5,5.8,3.7," 1,501 ", 25.0 ,,, 715 , 308 ,85 ,(322),
217,104847,RODA FEEL S 2081,TFL,O,COMPOUND, FISS water & nitro (1 s? article),83,25, -   ,-, 400 , 99 , 25 , 31 , 31 ,17.8,5.8,17.8, -   , -   ,,, 28 , 9 ,490 ,471 ,
218,100047, Rosilk 2229 Feel Modifier,TFL Brazil,O,-,backup for RODA FEEL S 2081,83,25, -   ,-, -   , -   , -   , 6 ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
219,104852,RU 74-987,Stahl Singapore,O,-,-,80,110, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0 ,,
220,104870,WT-48-459,-,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
221,104900,NOVA EXP 2052/NF,-,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
222,104905,FOAM A 10,-,O,-,-,0,100, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
223,104911,ISOLAC FINISH 2081,-,O,-,-,0,50, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0 ,,
224,105020,BASEMASK 5755/T2,SMIT FINISHING S.P.A,O,-,ch?y BASEMASK,70,40," 1,800 ",NaT::1800.0," 2,800 ", 347 , -   , 526 , 371 ,16.9,5.3,26.6, -   , -   ,,, 186 , -   ,"3,147 ","2,961 ",
225,105027,RODA TEC AW,TFL,O,COMPOUND,"Fiss Baltimora (art ALINE K TT, BALI….)",83,120," 4,200 ",NaT::1800.0|||NaT::2400.0," 2,880 ", 358 ," 1,039 ", 891 , 717 ,3.7,5.8,8.5, -   , -   ,,, 878 , 377 ,"2,861 ","2,360 ",
226,105025,RODA BASE AF-B,TFL,O,-,"RIM HERCULES,FON CAPRI",83,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
227,105559,RODA BASE AF-B/N,TFL,O,COMPOUND,"RIM  AJAX TT,HERCULES,FON CAPRI",83,120, -   ,-," 1,680 ", 17 , 102 , 118 , 80 ,18.6,5.8,18.6, -   , -   ,,, 91 , 33 ,"1,664 ","1,606 ",
228,105026,RODA FIX 6271/C,TFL,O,-,-,83,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
229,101261,EUDERM NAPPA SOFT S2-A,TFL Italy,O,COMPOUND,"Bowie/Viseu / Ellington lux TT & K TT,MALTESSE, VENEZA LUX",83,115," 2,350 ",NaT::1200.0|||NaT::1150.0," 3,000 ", 246 , 883 , 686 , 416 ,5,5.8,8.6, -   , -   ,,, 650 , 194 ,"3,052 ","2,596 ",
230,100041,PRIMAL SB-100,LANXESS,O,-,"Bowie / Ellington lux TT & K TT,TAB,MALTESSE",25,120, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
231,105614,PRIMAL LH-100,LANXESS,O,-,"Bowie / Ellington lux TT & K TT,TAB,MALTESSE",25,120, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
232,105655,PRIMAL LH 500 ,TFL Brazil,O,COMPOUND,"Bowie/Viseu / Ellington lux TT & K TT,MALTESSE, VENEZA LUX",83,120," 10,000 ",2023-02-06::10000.0," 4,000 ", 812 ," 2,011 "," 1,561 ", 953 ,3.2,5.8,10, -   , -   ,,," 1,482 ", 441 ,"4,371 ","3,330 ",
233,104221,PRIMAL SB-150,LANXESS,O,-,"PRE HERCULES,Bowie / Ellington lux TT & K TT, TAB,MALTESSE",25,120, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
234,105615,PRIMAL LH-150,LANXESS,O,-,"Bowie / Ellington lux TT & K TT, TAB,MALTESSE",25,120, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0 ,,
235,105656,PRIMAL LH 550,TFL Brazil,O,COMPOUND,"PRE HERCULES, AJAX TT,Bowie/Viseu / Ellington lux TT & K TT, TAB,MALTESSE, GOBIEW, VENEZA LUX",83,120," 2,000 ",2023-02-06::2000.0," 9,000 "," 1,223 "," 1,054 ", 893 , 542 ,12.8,5.8,15.3, -   , -   ,,, 798 , 226 ,"9,997 ","9,425 ",
