,Material,Long Material Description,Supplier,Location,PIGCOM,Comments,Leadtime,Tank_Drum_Size,Intransit,Intransit_Notes,Stock_CH01,Stock_CH10,monthly Chemical Forecast,monthly Consumption (6months),monthly Consumption (3months),Consumption on Current Month,InHouse Stock InMonth,StockSet InHouse & Intransit,Current InHouse & Intransit,Buy To StockSet,ByTank,revised To Buy,stock included Buy,Aveage ForeCast Consumption,current Chemical Demand,InHouse vs. curOrders,InHouse vs. oneMonth
0,104989,RM 1080,GSC ITALY,O,COMPOUND,keo FISS water,80,120,840,2023-04-09::840.0,600,269,0,207,233,114.6,869,0,1709,0,0,,,0,0,869,869
1,104988,RM 2510,GSC ITALY,O,COMPOUND,"keo FONDO, RIM",80,120,0,-,5040,263,3,334,319,206.1,1767.7,4.7,1767.7,0,0,,,3,0,5303,5300
2,100094,ACRYSOL RM-825,LANXESS,D,-,"keo mau art: Ellington, Benfica, Viseu",23,204,0,-,0,146,0,58,46,2.746,146,0,146,0,0,,,0,0,146,146
3,104769,CONTEX AMARANTO,SAMIA,O,PIGMENT,xai het khong mua nua,70,60,0,-,420,29,0,28,42,21,449,0,449,0,0,,,0,0,449,449
4,105458,OXY CAR AMARANTH HP,GSC,O,PIGMENT,GSC pigment,70,120,0,-,960,113,81,28,37,28.461,13.2,4.8,13.2,0,0,,,81,30,1043,992
5,104804,ARANCIO CONTEX ECP,SAMIA,O,PIGMENT,xai het khong mua nua,70,120,0,-,120,10,0,22,13,10,130,0,130,0,0,,,0,0,130,130
6,105535,OPERA MANDARINO,GSC,O,PIGMENT,GSC pigment,70,120,0,-,1200,173,51,21,18,23.561,26.9,4.8,26.9,0,0,,,51,8,1365,1322
7,105186,OXY FINE ARANCIO CO,GSC,O,-,GSC project,70,120,0,-,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0
8,104523,ORANGE DHL,RINO MASTROTTO GROUP S.P.A,O,COMPOUND,-,0,1,0,-,0,96,0,0,,0,96,0,96,0,0,,,0,0,96,96
9,104744,ISOLAC ORANGE,SAMIA,O,PIGMENT,-,70,10,0,-,170,10,1,1,1,0.049,180,4.8,180,0,0,,,1,2,178,179
