,Material,Long Material Description,Supplier,Location,PIGCOM,Comments,Leadtime,Tank_Drum_Size, Intransit ,Intransit_Notes, Stock_CH01 , Stock_CH10 , monthly Chemical Forecast , monthly Consumption (6months) , monthly Consumption (3months) ,InHouse Stock InMonth,StockSet InHouse & Intransit,Current InHouse & Intransit, Buy To StockSet , ByTank , revised To Buy , stock included Buy , Aveage ForeCast Consumption , current Chemical Demand ,InHouse vs. curOrders,InHouse vs. oneMonth,
65,104557,CONTEX GIALLO PK,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , 6 , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
66,105472,OPERA ARANCIO,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-, 840 , 126 , 100 , 49 , 59 ,12.1,5.3,12.1, -   , -   ,,, 80 , 85 ,881,886,
67,104745,ISOLAC GIALLO ORO,SAMIA,O,PIGMENT,"xai het khong mua nua chuyen qua ""SHADE YELLOW""",70,10, -   ,-, 540 , 55 , 37 , 27 , 24 ,19.8,5.3,19.8, -   , -   ,,, 30 , 19 ,576,565,
68,105593,SHADE YELLOW/EJ,GSC,,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
69,105611,SHADE YELLOW CO/EJ,GSC,,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
70,104766,BRITEX GREEN,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
71,104727,DILUENT NITRO GL,RIVERBANK,D,COMPOUND,"pha EFF, FISS nitro và v? sinh",14,850, -   ,-," 5,950 ", 88 ," 14,695 "," 16,354 "," 16,162 ",0.4,3.5,0.4," 47,827 ", 56.3 ,,," 15,428 "," 7,740 ","-1,702","-9,390",
72,104564,HM-283,STAHL Singapore,O,-,"TIPSHINE article: MALTA TIP, BY CAST TIP, ZANZI TIP",20,1, -   ,-, 50 , 50 , -   , -   ,,,3.7,0, -   , -   ,,,, -   ,100,,
73,100029,HM-183                   ,STAHL,O,-,TIP BY MACHINE FOR BONO TT TIP,80,1, -   ,-, -   , 15 , -   , -   , -   ,15,0,15, -   , -   ,,, -   , -   ,15,15,
74,104563,HM-132,STAHL Singapore,O,COMPOUND,-,23,22.5, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0,,
75,105205,HM-22-132,STAHL Singapore,O,COMPOUND,FISS nitro,25,25, -   ,-, 75 , 38 , 48 , 41 , 44 ,2.5,3.8,2.5, 60 , 2.4 ,,, 46 , 20 ,93,67,
76,100322,ICALAC SB 200,ICAP,O,COMPOUND,"KELA mua nhieu len, de 2 thang mua mot lan",83,110," 3,850 ",2023-02-17::2200.0|||NaT::1650.0," 1,100 ", 426 ," 1,099 ", 840 , 859 ,1.6,5.8,5.5, 294 , 2.7 ,,, 979 , 771 ,755,547,
77,104938,COMPACT HP3,RECALAC,O,COMPOUND,compound,70,1000," 44,000 ",2023-03-26::18000.0|||NaT::26000.0," 10,000 "," 1,373 "," 18,330 "," 6,101 "," 7,055 ",0.9,5.3,4.4," 11,423 ", 11.4 ,,," 12,692 "," 5,652 ","5,721","-1,319",
78,104952,EX-RC -57-611/B,STAHL EUROPE BV,O,COMPOUND,(DONE)-Stahl Germany have another 14ton in their stock.,80,1000, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0,,
79,104867,BASEMASK 5000,SMIT FINISHING,O,COMPOUND,"SOFT, MALTA, OVAR",70,120," 1,920 ",2023-03-24::1920.0," 6,000 ", 185 ," 3,147 ", 816 , 654 ,3.3,5.3,4.3," 1,900 ", 15.8 ,,," 1,900 ", 419 ,"5,766","4,285",
80,105321,BASEMUSK 5500,SMIT FINISHING,O,-,"Not, approved,PM.VIE.0021.19.A ,will be used in Mallorca article.",85,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0,,
81,104931,BINDER M-PR 400,GSC ITALY,O,COMPOUND,Compound,70,1000," 81,000 ",2023-03-05::5000.0|||2023-03-21::2000.0|||2023-03-31::8000.0|||2023-03-21::10000.0|||NaT::18000.0|||NaT::5000.0|||NaT::33000.0," 17,000 ", 938 ," 31,555 "," 14,442 "," 16,025 ",0.8,5.3,4.2," 26,169 ", 26.2 ,,," 23,790 "," 19,343 ","-1,405","-5,852",
82,104932,BINDER W 212,GSC ITALY,O,COMPOUND,"Compound,NCC doi ten thanh (BINDER W 207)",70,1000, -   ,-, -   , 550 ," 10,252 "," 3,438 "," 3,548 ",0.1,5.3,0.1," 35,880 ", 35.9 ,,," 6,900 "," 5,277 ","-4,727","-6,350",
83,105151,BINDER W 207,GSC ITALY,O,-,ten moi BINDER W 212,70,1000," 24,000 ",2023-03-21::3000.0|||NaT::3000.0|||NaT::18000.0," 4,000 ", -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,"4,000",,
84,104928,RODA BASE 5615,TFL,O,COMPOUND,"FON or RIM article: AJAX TT, HERCULES TT,CAPRI,SAHARA KTT, RAVENNA,Maestro",83,120," 25,600 ",2023-03-27::6000.0|||NaT::600.0|||NaT::1000.0|||NaT::18000.0, -   , -   ," 3,961 "," 1,578 "," 2,273 ",0,5.8,8.2, -   , -   ,,," 3,117 "," 4,212 ","-4,212","-3,117",
85,104987,BUTIL DIGLYCOL,SAMCHEM,D,COMPOUND,-,14,200, -   ,-, -   , -   , 85 , -   ,,,3.5,0, -   , -   ,,,, 58 ,-58,,
86,105283,BUTYL CARBITOL (BC),SAMCHEM,D,COMPOUND,add on FISS water,14,200, -   ,-, 400 , 619 , 1 , 85 , 49 ,40.8,3.5,40.8, -   , -   ,,, 25 , -   ,"1,019",994,
87,104579,LAMOIL GS,UNICHEM,O,-,-,0,1, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0,,
88,104730,LAMSOFT SW16,UNICHEM,O,-,replace with Roda Feel 768N,54,100, -   ,-, -   , -   , -   , -   ,,,4.8,0, -   , -   ,,,, -   ,0,,
89,105263,RODA FEEL 768/ N,TFL,O,COMPOUND,"Tato Milling art ELLINGTESSE K TT, add on FISS water",83,30, -   ,-," 1,380 ", 86 , 5 , 15 , 5 ,293.2,5.8,293.2, -   , -   ,,, 5 , -   ,"1,466","1,461",
90,104696,LAMSOFT W 81,UNICHEM,O,-,-,54,100, -   ,-, -   , -   , -   , -   ,,,4.8,0, -   , -   ,,,, -   ,0,,
91,104709,LAMWAX 6,UNICHEM,O,-,-,54,120, -   ,-, -   , -   , -   , -   ,,,4.8,0, -   , -   ,,,, -   ,0,,
92,104806,CONTEX LEMON C,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , 4 , -   ,,,5.3,0, -   , -   ,,,, 9 ,-9,,
93,105469,OPERA LIMONE,GSC,O,PIGMENT,GSC pigment,70,120, 360 ,NaT::360.0, 720 , 224 , 313 , 176 , 174 ,3.9,5.3,5.3, -   , -   ,,, 244 , 116 ,828,700,
94,104746,ISOLAC LEMON LP,SAMIA,O,PIGMENT,"xai het khong mua, chuyen qua  SHADE LEMON",70,10, -   ,-, -   , 17 , 12 , 10 , 7 ,1.7,5.3,1.7, 36 , 3.6 ,,, 10 , 5 ,12,7,
95,105594,SHADE LEMON/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, 30 ,NaT::30.0, 40 , 2 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,42,,
96,104759,BRITEX LEMON ICE,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
97,104588,LS-8296,STAHL Singapore,O,COMPOUND,-,23,100, -   ,-, -   , -   , -   , -   ,,,3.8,0, -   , -   ,,,, -   ,0,,
98,105353,LS-64-296 ,STAHL Europe,O,COMPOUND,THUNDER,83,100, -   ,-, 100 , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,100,,
99,104891,LS-64-256,STAHL Singapore,O,COMPOUND,"EMU, FIS 1,VINTAGE, EFF WILD",25,100," 1,500 ",2023-02-27::1000.0|||NaT::500.0, -   , 429 , 940 , 480 , 408 ,0.6,3.8,2.9, 607 , 6.1 ,,, 674 , 512 ,-83,-245,
100,104792,RODA LAC S 214,TFL,O,COMPOUND,-,83,110, -   ,-, -   , -   ," 2,773 ", -   ,,,5.8,0, -   , -   ,,,," 1,649 ","-1,649",,
101,105310,RODA LAC S 214/N,TFL,O,COMPOUND,"EF+FISS NITRO, SIENA",83,110," 4,400 ",2023-03-27::4400.0," 4,840 ", 130 , -   ," 2,096 "," 2,329 ",4.3,5.8,8, -   , -   ,,," 1,164 ", -   ,"4,970","3,806",
102,104729,TRUMP FINISH 6311,ISELLO,O,COMPOUND,-,75,45, -   ,-," 1,035 ", 13 , 16 , 39 , 32 ,43.7,5.5,43.7, -   , -   ,,, 24 , 6 ,"1,042","1,024",
103,105016,SU-2960,STAHL Netherlands,O,-,-,105,100, -   ,-, -   , -   , -   , -   ,,,6.5,0, -   , -   ,,,, -   ,0,,
104,104937,MELIO AQUABASE W-MN,STAHL Singapore,O,-,STUCCO BY HAND,25,70, 560 ,2023-02-27::560.0, -   , 397 , -   , 345 , 308 ,2.6,3.8,6.2, -   , -   ,,, 154 , -   ,397,243,
105,104601,METALIC SILVER - NHU BAC,Vina Hào D??ng,D,COMPOUND,-,14,1, -   ,-, 3 , 2 , -   , -   ,,,3.5,0, -   , -   ,,,, -   ,5,,
106,104680,MEK-CLEANING SOLVENT,RIVERBANK,D,COMPOUND,FISS nitro,14,165, -   ,-, 495 , 427 , 142 , 259 , 199 ,5.4,3.5,5.4, -   , -   ,,, 170 , 19 ,903,752,
107,104676,MELIO PROMUL AP-39 A,STAHL Singapore,O,COMPOUND,-,25,120," 3,960 ",2023-02-27::2040.0|||NaT::1920.0, -   , 724 ," 2,364 "," 1,214 "," 1,100 ",0.4,3.8,2.7," 1,905 ", 15.9 ,,," 1,732 "," 1,190 ",-466,"-1,008",
108,104961,RODA PUR 65,TFL,O,-,xai het chuyen qua ASTACIN FINISH PUMN TF,83,1000, -   ,-," 6,000 ", -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,"6,000",,
109,105505,ASTACIN FINISH PUMN TF,STAHL Singapore,O,COMPOUND,xai het PUR 65 chuyen qua xai TF Singapore,28,120," 8,040 ",2023-02-27::2640.0|||NaT::5400.0, 840 , 622 ," 4,495 "," 2,003 "," 2,002 ",0.5,3.9,2.9," 3,248 ", 27.1 ,,," 3,248 "," 2,697 ","-1,235","-1,786",
110,104960,RODA LINK 5504/N,TFL,O,COMPOUND,cross linker,83,10," 2,400 ",NaT::900.0|||2023-03-27::1500.0," 1,700 ", 446 ," 1,239 ", 591 , 567 ,2.4,5.8,5, 722 , 72.2 ,,, 903 , 611 ,"1,535","1,243",
111,104675,MELIO 09-R-179,STAHL,O,-,same as Rodalink 5504,83,10, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0,,
112,105159,RETICOLANTE 05,ORCHID CHEM (NG?C LAN),D,-,-,0,10, -   ,-, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0,,
113,105157,HARDNER UR 26,ORCHID CHEM (NG?C LAN),D,-,-,0,10," 1,430 ",NaT::1430.0, -   , -   , -   , -   ,,,3,0, -   , -   ,,,, -   ,0,,
114,104734,TOUCHMILL C/FAT,GSC ITALY,O,-,OLIO,70,1000, -   ,-, -   , 156 , -   , 1 , 2 ,156,5.3,156, -   , -   ,,, 1 , -   ,156,155,
115,104643,TOUCHMILL C/LDM (EX MILLITER C/LDM),GSC ITALY,O,-,Will flush out and stop,70,1000, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
116,104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),GSC ITALY,O,COMPOUND,"MILLING MEKONG, CAPITAL,Express,Datanla, PUCCINI",70,1000, -   ,-," 1,080 ", 83 , 99 , 50 , 70 ,13.8,5.3,13.8, -   , -   ,,, 84 , 13 ,"1,150","1,079",
117,104645,TOUCHMILL C/W8 (EX MILLITER C/W8),GSC ITALY,O,COMPOUND,"MILLING CAPITAL,BOWIE",70,1000, 960 ,2023-03-21::960.0, 600 , 88 , 132 , 83 , 36 ,8.2,5.3,19.6, -   , -   ,,, 84 , 27 ,661,604,
118,104799,NERO CONTEX M,SAMIA,O,PIGMENT,"can replace by PP Stahl 19215, PP 11315)",70,120, -   ,-, -   , -   , 42 , -   ,,,5.3,0, -   , -   ,,,, 29 ,-29,,
119,105464,OPERA NERO FR,GSC,O,PIGMENT,GSC pigment (nhà CC ?ã ??i tên thành oxy fine nerro fr),70,120," 1,920 ",NaT::1920.0," 3,480 ", 576 ," 1,700 ", 773 , 879 ,3.1,5.3,4.6, 903 , 7.5 ,,," 1,290 ", 904 ,"3,152","2,766",
120,105180,OXY FINE NERO FR,GSC,O,-,GSC pigment (tên m?i c?a opera nero),70,120," 4,800 ",2023-03-21::3000.0|||NaT::1800.0, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0,,
