Material,Long Material Description,Batch,Unrestricted,Storage Location,Drops,Vendor Batch,SLED/BBD,Last Movement Date,Machine used for Drops,Prodn Supervisor
100029,HM183,1000378269,15,CH10,12,11213801S0,2/1/2020,1/2/2023,30.01.2022,
100094,ACRYSOL RM-825,1000946610,204,CH01,,A007M7P002,9/14/2024,4/12/2023,,
100094,ACRYSOL RM-825,1000969965,204,CH03,,A007M7P002,10/14/2023,6/14/2023,,
100094,ACRYSOL RM-825,1000944122,159.889,CH10,,A007M7P002,9/14/2023,7/6/2023,,
100094,ACRYSOL RM-825,1000948788,0.200,CH10,1,A007M7P002,9/14/2023,6/23/2023,,
100094,ACRYSOL RM-825,1000969964,130.866,CH20,,A007M7P002,10/14/2023,7/6/2023,,
100322,ICALAC SB 200,1000964948,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964949,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964950,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964951,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964952,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964953,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964954,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964955,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964956,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964957,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964958,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964959,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964960,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964961,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964962,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964963,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964964,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964965,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964966,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000964967,110,CH01,,P23G000291,2/8/2024,5/31/2023,,
100322,ICALAC SB 200,1000950535,248.435,CH10,,P23F000063,1/20/2024,7/6/2023,,
100413,MELIO FOAM AX-03,1000947456,50,CH01,,11650724L0,2/1/2024,4/13/2023,,
100413,MELIO FOAM AX-03,1000947457,50,CH01,,11650724L0,2/1/2024,4/13/2023,,
100413,MELIO FOAM AX-03,1000947459,50,CH01,,11650724L0,2/1/2024,4/13/2023,,
100413,MELIO FOAM AX-03,1000947460,50,CH01,,11650724L0,2/1/2024,4/13/2023,,
100413,MELIO FOAM AX-03,1000947461,50,CH01,,11650724L0,2/1/2024,4/13/2023,,
100413,MELIO FOAM AX-03,1000952017,50,CH01,,11650724L0,2/1/2024,4/25/2023,,
100413,MELIO FOAM AX-03,1000952018,50,CH01,,11650724L0,2/1/2024,4/25/2023,,
100413,MELIO FOAM AX-03,1000952019,50,CH01,,11650724L0,2/1/2024,4/25/2023,,
100413,MELIO FOAM AX-03,1000952020,50,CH01,,11650724L0,2/1/2024,4/25/2023,,
100413,MELIO FOAM AX-03,1000952021,50,CH01,,11650724L0,2/1/2024,4/25/2023,,
100413,MELIO FOAM AX-03,1000947452,15.900,CH10,1,11650724L0,2/1/2024,6/30/2023,,
100413,MELIO FOAM AX-03,1000947455,48.264,CH10,1,11650724L0,2/1/2024,7/6/2023,,
100427,MELIO PROMUL 95,1000429869,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429870,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429872,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429873,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429874,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429876,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
100427,MELIO PROMUL 95,1000429877,5,CH10,71,60003314L0,11/17/2017,6/5/2019,11.06.2021,
101261,EUDERM NAPPA SOFT S 2,1000937960,120,CH01,,220622J306,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937961,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937962,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937964,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937965,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937966,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937967,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937968,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000937969,120,CH01,,200622J394,11/24/2023,3/22/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940788,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940789,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940790,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940791,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940792,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940793,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940794,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940795,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940796,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940797,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000940798,115,CH01,,865122K106,11/16/2023,3/29/2023,,
101261,EUDERM NAPPA SOFT S 2,1000906399,64.800,CH10,,202022F010,6/1/2023,7/6/2023,,
104124,BUSAN 30L,1000704960,4,CH03,,1290246,2/22/2022,4/3/2021,NOTAPPROV,
104124,BUSAN 30L,1000697234,1.200,CH20,,1290246,2/22/2022,3/31/2023,,
104188,RU-43-901,1000840002,8,CH20,,11473825W0,2/19/2023,12/27/2022,,
104189,AQUACAST S,1000842451,5,CH20,,LP2000043,5/11/2022,4/26/2022,,
104189,AQUACAST S,1000842452,5,CH20,,LP2000043,5/11/2022,4/26/2022,,
104224,RA-2393,1000898134,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898135,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898136,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898137,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898138,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898139,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898140,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000898141,120,CH03,,11623762S0,10/8/2024,11/14/2022,,
104224,RA-2393,1000924052,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924053,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924054,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924055,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924056,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924057,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924058,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924059,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924060,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924061,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000924062,120,CH03,,11653395S0,1/1/2025,2/15/2023,,
104224,RA-2393,1000898132,23,CH20,,11623762S0,10/8/2024,6/29/2023,,
104224,RA-2393,1000898133,120,CH20,,11623762S0,10/8/2024,5/30/2023,,
104523,ORANGE DHL,1000251821,13,CH10,17,46675,,5/27/2023,25.10.2023,
104523,ORANGE DHL,1000251822,25,CH10,,46675,,5/27/2023,25.10.2023,
104523,ORANGE DHL,1000251823,25,CH10,,46675,,5/10/2019,25.10.2023,
104523,ORANGE DHL,1000251824,23.250,CH10,,46675,,7/3/2023,25.10.2023,
104528,BI-372,1000951980,25,CH01,,11583548S9,11/15/2023,4/25/2023,,
104528,BI-372,1000951981,25,CH01,,11583548S9,11/15/2023,4/25/2023,,
104528,BI-372,1000963477,25,CH01,,11673723S9,10/1/2024,5/25/2023,,
104528,BI-372,1000942543,16,CH10,,11583548S9,11/15/2023,5/27/2023,,
104531,BLUE DHL,1000101567,14.657,CH10,17,46678,,5/27/2023,,
104531,BLUE DHL,1000413680,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413681,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413682,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413683,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413684,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413685,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413686,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413687,25,CH10,17,46678,,5/10/2019,,
104531,BLUE DHL,1000413688,25,CH10,17,46678,,5/10/2019,,
104541,CICLOESANONE *,1000956314,190,CH01,,2007221,7/19/2024,5/8/2023,,
104541,CICLOESANONE *,1000956315,190,CH01,,2007221,7/19/2024,5/8/2023,,
104541,CICLOESANONE *,1000956316,190,CH01,,2007221,7/19/2024,5/8/2023,,
104541,CICLOESANONE *,1000956317,190,CH01,,2007221,7/19/2024,5/8/2023,,
104541,CICLOESANONE *,1000961038,190,CH01,,123032911,3/29/2025,5/19/2023,,
104541,CICLOESANONE *,1000970014,190,CH01,,1230329911,3/29/2025,6/14/2023,,
104541,CICLOESANONE *,1000970015,190,CH01,,1230329911,3/29/2025,6/14/2023,,
104541,CICLOESANONE *,1000945806,3.636,CH10,,2007221,7/19/2024,7/5/2023,,
104541,CICLOESANONE *,1000956313,134.514,CH10,,2007221,7/19/2024,7/7/2023,,
104555,FI-70-306,1000951982,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951984,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951985,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951986,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951987,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951988,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951989,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951990,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951994,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000951995,55,CH01,,11488631P0,9/8/2023,4/25/2023,,
104555,FI-70-306,1000963592,55,CH01,,11447644P0,12/3/2023,5/25/2023,,
104555,FI-70-306,1000963593,55,CH01,,11447644P0,12/3/2023,5/25/2023,,
104555,FI-70-306,1000963594,55,CH01,,11447644P0,12/3/2023,5/25/2023,,
104555,FI-70-306,1000975905,55,CH01,,11447644P0,12/3/2023,6/30/2023,,
104555,FI-70-306,1000975906,55,CH01,,11447644P0,12/3/2023,6/30/2023,,
104555,FI-70-306,1000975907,55,CH01,,11447644P0,12/3/2023,6/30/2023,,
104555,FI-70-306,1000975908,55,CH01,,11447644P0,12/3/2023,6/30/2023,,
104555,FI-70-306,1000975909,55,CH01,,11447644P0,12/3/2023,6/30/2023,,
104555,FI-70-306,1000951983,55,CH10,,11488631P0,9/8/2023,6/30/2023,,
104555,FI-70-306,1000951993,17.620,CH10,,11488631P0,9/8/2023,7/5/2023,,
104564,HM-283,1000775176,25,CH01,,1144052S0,1/6/2023,10/11/2021,17.07.2023,
104564,HM-283,1000775177,25,CH01,,1148214S0,2/10/2023,10/11/2021,15.08.2023,
104564,HM-283,1000775175,25,CH10,,1144052S0,1/6/2023,4/28/2023,06.07.2023,
104572,ICALAC SB 215,1000745191,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745192,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745193,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745194,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745195,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745196,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745197,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745198,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745199,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745200,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745201,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745202,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745203,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745204,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745205,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745206,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745207,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745208,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745209,110,CH01,,P21H000714,3/4/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000745210,110,CH01,,P21H000881,3/22/2022,6/23/2021,15.11.2023,
104572,ICALAC SB 215,1000709251,110,CH10,,P21F000009,1/12/2022,6/26/2023,20.11.2023,
104572,ICALAC SB 215,1000745189,26.450,CH10,,P21H000714,3/4/2022,7/6/2023,15.11.2023,
104572,ICALAC SB 215,1000745190,110,CH10,,P21H000714,3/4/2022,7/3/2023,15.11.2023,
104601,METALIC SILVER - NHU BAC,1000315214,3,CH01,,5,8/30/2019,10/23/2018,NOTAPPROV,
104601,METALIC SILVER - NHU BAC,1000257885,2.250,CH10,71,3,7/20/2019,10/28/2018,20.01.2020,
104624,RODA CRYL 137,1000818505,120,CH01,,410121A431,8/15/2022,2/15/2022,15.08.2023,
104624,RODA CRYL 137,1000818506,120,CH01,,410121A431,8/15/2022,2/15/2022,15.08.2023,
104624,RODA CRYL 137,1000841673,120,CH01,,410121A431,8/1/2022,4/21/2022,15.08.2023,
104624,RODA CRYL 137,1000841674,120,CH01,,410121A431,8/1/2022,4/21/2022,15.08.2023,
104624,RODA CRYL 137,1000863885,120,CH01,,410120J312,10/31/2022,10/25/2022,15.11.2023,
104624,RODA CRYL 137,1000818504,120,CH10,,410121A431,8/15/2022,7/5/2023,15.08.2023,
104624,RODA CRYL 137,1000847822,10.668,CH10,,410121A431,8/6/2022,7/7/2023,15.08.2023,
104625,RODA FEEL S 930,1000828172,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828173,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828174,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828175,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828176,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828177,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828178,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828179,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828180,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828181,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828182,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000828183,22,CH01,,200621K228,11/23/2023,3/15/2022,,
104625,RODA FEEL S 930,1000841589,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841593,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841594,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841595,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841596,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841597,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000841598,22,CH01,,200621K228,11/23/2023,4/21/2022,,
104625,RODA FEEL S 930,1000847808,22,CH01,,200621K228,11/23/2023,5/16/2022,,
104625,RODA FEEL S 930,1000863811,22,CH01,,200622C203,3/20/2024,7/7/2022,,
104625,RODA FEEL S 930,1000863812,22,CH01,,200622C203,3/20/2024,7/7/2022,,
104625,RODA FEEL S 930,1000863813,22,CH01,,200622C203,3/20/2024,7/7/2022,,
104625,RODA FEEL S 930,1000828171,10.475,CH10,,200621K228,11/23/2023,7/6/2023,,
104634,RUBY DHL,1000262627,5.964,CH10,71,379225,,4/25/2023,,
104634,RUBY DHL,1000262628,24,CH10,12,44693,,6/25/2023,,
104634,RUBY DHL,1000262636,25,CH10,71,44693,,5/10/2019,,
104634,RUBY DHL,1000262638,25,CH10,71,44693,,5/10/2019,,
104642,TOLUENE,1000901161,179,CH01,,811221,10/6/2025,11/23/2022,,
104642,TOLUENE,1000848271,71.490,CH10,,T5&T6,3/12/2027,7/3/2023,,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000770942,120,CH01,,F2110694,6/17/2022,9/23/2021,10.06.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000770943,120,CH01,,F2110694,6/17/2022,9/23/2021,10.06.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000770944,120,CH01,,F2110694,6/17/2022,9/23/2021,10.06.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000771035,120,CH01,,F2110694,6/17/2022,9/23/2021,10.06.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000771036,120,CH01,,F2110694,6/17/2022,9/23/2021,10.06.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000775144,120,CH01,,F2113230,7/12/2022,10/11/2021,17.07.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000775145,120,CH01,,F2113230,7/12/2022,10/11/2021,17.07.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000761827,112.412,CH10,,F2108413,5/24/2022,7/3/2023,15.11.2023,
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),1000928976,7,CH10,12,F2108413,5/24/2022,4/28/2023,10.5.2023,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948755,120,CH01,,F2301083,1/11/2024,4/18/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948756,120,CH01,,F2301083,1/11/2024,4/18/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948757,120,CH01,,F2301083,1/11/2024,4/18/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948758,120,CH01,,F2301083,1/11/2024,4/18/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948759,120,CH01,,F2301083,1/11/2024,4/18/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955494,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955495,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955496,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955497,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955498,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955499,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955500,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955501,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000955502,120,CH01,,F2306842,2/21/2024,5/6/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948754,120,CH10,13,F2301083,1/11/2024,7/7/2023,,
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),1000948760,3.348,CH10,13,F2301083,1/11/2024,7/6/2023,,
104672,MP1,1000972475,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972476,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972477,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972478,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972479,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972480,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972481,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972482,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972483,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972484,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000972485,190,CH01,,KP23052701,5/27/2028,6/21/2023,,
104672,MP1,1000908789,44.250,CH10,12,KP22112701,11/26/2027,7/5/2023,,
104672,MP1,1000945779,140.499,CH10,1,KP23031801,3/17/2028,6/28/2023,,
104672,MP1,1000957479,157.206,CH10,1,KP23041601,5/10/2028,7/7/2023,,
104672,MP1,1000957482,110.700,CH10,,KP23041601,5/10/2028,6/29/2023,,
104672,MP1,1000957490,151.200,CH10,3,KP23041601,5/10/2028,7/6/2023,,
104672,MP1,1000957491,190,CH10,1,KP23041601,5/10/2028,6/7/2023,,
104672,MP1,1000957492,123.503,CH10,8,KP23041601,5/10/2028,7/6/2023,,
104672,MP1,1000957494,190,CH10,12,KP23041601,5/10/2028,6/14/2023,,
104672,MP1,1000957495,86.300,CH10,5,KP23041601,5/10/2028,7/6/2023,,
104672,MP1,1000972471,159.837,CH10,,KP23052701,5/27/2028,7/6/2023,,
104672,MP1,1000972472,190,CH10,,KP23052701,5/27/2028,7/5/2023,,
104673,SE W 11 CONC,1000769403,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769404,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769405,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769406,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769407,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769408,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769409,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769410,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769411,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769412,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769413,50,CH01,,2106P002,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769414,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769415,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769416,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769417,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769418,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769419,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769420,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769421,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769422,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769423,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769424,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769425,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769426,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769427,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769428,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769429,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769430,50,CH01,,2106P003,6/1/2022,9/23/2021,10.06.2023,
104673,SE W 11 CONC,1000769402,33,CH10,,2106P002,6/1/2022,6/25/2023,10.06.2023,
104676,MELIO PROMUL AP-39 A,1000942557,120,CH01,,11563886L0,2/22/2024,4/1/2023,,
