Material,Long Material Description,Batch,Unrestricted,Storage Location,Drops,Vendor Batch,SLED/BBD,Last Movement Date,Machine used for Drops,Prodn Supervisor
104750,ISOLAC ROSSO,1000771388,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771389,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771390,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771391,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771392,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771393,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771394,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771395,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000771584,10,CH01,,P16790,5/7/2022,9/23/2021,15.05.2024,
104750,ISOLAC ROSSO,1000683832,16.750,CH10,12,P14235,11/20/2021,6/27/2023,15.12.2023,
104750,ISOLAC ROSSO,1000717216,3.482,CH10,,P14235,11/20/2021,6/30/2023,15.12.2023,
104750,ISOLAC ROSSO,1000721414,8.940,CH10,,P14235,11/20/2021,7/6/2023,15.12.2023,
104750,ISOLAC ROSSO,1000721415,10,CH10,,P14235,11/20/2021,4/21/2023,15.12.2023,
104752,ISOLAC VIOLETTO,1000771434,10,CH01,,P18228,8/7/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771441,10,CH01,,P18228,8/7/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771442,10,CH01,,P18228,8/7/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771443,10,CH01,,P18228,8/7/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771469,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771470,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771471,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771472,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771473,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771474,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771475,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771476,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771477,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771478,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771479,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771480,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771481,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771482,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771483,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771484,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771485,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771486,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771487,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771488,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771489,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771490,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771491,10,CH01,,P18284,8/9/2022,9/23/2021,04.08.2023,
104752,ISOLAC VIOLETTO,1000771428,0.183,CH10,,P18228,8/7/2022,6/30/2023,04.08.2023,
104752,ISOLAC VIOLETTO,1000771429,6.467,CH10,,P18228,8/7/2022,7/6/2023,04.08.2023,
104752,ISOLAC VIOLETTO,1000771431,10,CH10,,P18228,8/7/2022,6/29/2023,04.08.2023,
104752,ISOLAC VIOLETTO,1000771432,10,CH10,,P18228,8/7/2022,6/29/2023,04.08.2023,
104752,ISOLAC VIOLETTO,1000771433,10,CH10,,P18228,8/7/2022,6/29/2023,04.08.2023,
104752,ISOLAC VIOLETTO,1000771596,40.593,CH10,12,P17253,6/6/2022,7/6/2023,10.06.2023,
104753,ISOLAC TURCHESE,1000771406,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771407,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771408,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771409,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771410,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771411,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771412,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771413,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771414,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771415,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771416,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771417,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771418,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000771419,10,CH01,,P17272,6/20/2022,9/23/2021,10.06.2023,
104753,ISOLAC TURCHESE,1000699748,3.694,CH10,8,P15044,1/3/2022,7/7/2023,10.01.2023,
104753,ISOLAC TURCHESE,1000771402,9.980,CH10,12,P17272,6/20/2022,6/29/2023,10.06.2023,
104753,ISOLAC TURCHESE,1000771403,10,CH10,,P17272,6/20/2022,6/29/2023,10.06.2023,
104753,ISOLAC TURCHESE,1000771404,10,CH10,,P17272,6/20/2022,6/29/2023,10.06.2023,
104753,ISOLAC TURCHESE,1000771405,10,CH10,,P17272,6/20/2022,6/29/2023,10.06.2023,
104754,ISOLAC NERO,1000771293,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771294,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771295,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771296,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771297,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771298,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771299,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771300,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771301,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771302,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771303,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771304,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771305,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771306,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771307,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771308,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771309,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771310,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771311,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771312,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771313,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771314,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771315,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771316,10,CH01,,P18307,8/12/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771317,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771318,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771319,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771320,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771321,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771322,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771323,10,CH01,,P18307,8/12/2022,9/23/2021,04.02.2023,
104754,ISOLAC NERO,1000771342,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771343,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771344,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771345,10,CH01,,P18308,8/15/2022,11/1/2022,04.08.2023,
104754,ISOLAC NERO,1000771346,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771347,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771348,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771349,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771350,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771351,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771352,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771353,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771354,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771355,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771356,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771357,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771358,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771360,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771361,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771362,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771525,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771526,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771527,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771528,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771529,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771530,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771531,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771532,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771533,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771534,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771535,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771536,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771537,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771538,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771539,10,CH01,,P18308,8/15/2022,9/23/2021,04.08.2023,
104754,ISOLAC NERO,1000771289,10,CH10,,P18307,8/12/2022,6/29/2023,04.08.2023,
104754,ISOLAC NERO,1000771290,10,CH10,,P18307,8/12/2022,6/29/2023,04.08.2023,
104754,ISOLAC NERO,1000771292,10,CH10,,P18307,8/12/2022,6/29/2023,04.08.2023,
104754,ISOLAC NERO,1000771335,3.831,CH10,,P18307,8/12/2022,7/6/2023,04.08.2023,
104754,ISOLAC NERO,1000771337,0.288,CH10,,P18307,8/12/2022,6/30/2023,04.08.2023,
104754,ISOLAC NERO,1000771340,30.408,CH10,6,P18307,8/12/2022,7/5/2023,04.08.2023,
104754,ISOLAC NERO,1000771341,0.110,CH10,6,P18307,8/12/2022,6/24/2023,04.08.2023,
104756,BRITEX BLACK,1000745326,30,CH01,,P15211,3/1/2023,6/23/2021,17.09.2023,
104756,BRITEX BLACK,1000745327,30,CH01,,P15211,3/1/2023,6/23/2021,17.09.2023,
104756,BRITEX BLACK,1000745328,30,CH01,,P15211,3/1/2023,6/23/2021,17.09.2023,
104756,BRITEX BLACK,1000763685,30,CH01,,P16490,5/1/2022,3/21/2023,15.05.2024,
104756,BRITEX BLACK,1000763686,30,CH01,,P16490,5/1/2022,3/21/2023,15.05.2024,
104756,BRITEX BLACK,1000763687,30,CH01,,P16490,5/1/2022,8/11/2021,15.05.2024,
104756,BRITEX BLACK,1000771063,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771064,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771065,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771066,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771067,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771068,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771069,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771070,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771071,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771072,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771073,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771074,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771075,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771076,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771077,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000771078,30,CH01,,P16490,5/6/2022,9/23/2021,15.05.2024,
104756,BRITEX BLACK,1000745324,8.934,CH10,,P15211,3/1/2023,7/4/2023,,
104756,BRITEX BLACK,1000745325,30,CH10,,P15211,3/1/2023,5/27/2023,,
104756,BRITEX BLACK,1000963071,4.582,CH10,12,P15211,3/1/2023,6/29/2023,,
104757,BRITEX BROWN,1000265592,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265593,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265594,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265595,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265596,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265597,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265598,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265599,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265600,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265601,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265602,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265603,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265606,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265607,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265608,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265609,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265610,30,CH01,,P01220,4/21/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265615,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265616,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265617,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265618,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265619,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265620,30,CH01,,P00919,4/16/2020,8/14/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279289,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279290,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279291,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279292,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279293,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279294,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279295,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279296,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279297,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279298,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279299,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279300,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279301,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279302,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000279303,30,CH01,,P02296,7/12/2020,9/5/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285798,30,CH01,,P01220,4/21/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285799,30,CH01,,P01220,4/21/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285800,30,CH01,,P01220,4/21/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285801,30,CH01,,P01220,4/21/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285802,30,CH01,,P02296,7/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285803,30,CH01,,P02296,7/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285804,30,CH01,,P02296,7/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285805,30,CH01,,P02296,7/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285806,30,CH01,,P02296,7/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285807,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285808,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285809,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285810,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285811,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285812,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285813,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285814,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000285815,30,CH01,,P02930,8/12/2020,9/12/2018,NOTAPPROV,
104757,BRITEX BROWN,1000265613,58.632,CH10,71,P00919,4/16/2020,4/28/2023,NOTAPPROV,
104757,BRITEX BROWN,1000265614,85.320,CH10,71,P00919,4/16/2020,4/28/2023,NOTAPPROV,
104757,BRITEX BROWN,1000744846,11,CH10,12,P00919,4/16/2020,4/28/2023,19.04.2022,
104769,CONTEX AMARANTO,1000667266,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667267,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667268,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667269,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667270,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667271,60,CH01,,P14760,12/17/2022,1/14/2021,15.12.2023,
104769,CONTEX AMARANTO,1000667265,50.500,CH10,,P14760,12/17/2022,6/25/2023,15.12.2023,
104770,CONTEX BLUE MARINE,1000674369,60,CH01,,P13967,11/30/2022,1/27/2021,10.11.2023,
104770,CONTEX BLUE MARINE,1000674370,60,CH01,,P13967,11/30/2022,1/27/2021,10.11.2023,
104770,CONTEX BLUE MARINE,1000674371,60,CH01,,P13967,11/30/2022,1/27/2021,10.11.2023,
104770,CONTEX BLUE MARINE,1000674372,60,CH01,,P13967,11/30/2022,1/27/2021,10.11.2023,
104770,CONTEX BLUE MARINE,1000674367,20.700,CH10,,P13967,11/30/2022,6/25/2023,10.11.2023,
104770,CONTEX BLUE MARINE,1000674368,60,CH10,,P13967,11/30/2022,6/22/2023,10.11.2023,
104777,MELIO P-4893.B.ID,1000961862,50,CH03,,11555763L0,,5/23/2023,,
104777,MELIO P-4893.B.ID,1000961863,50,CH03,,11555763L0,,5/23/2023,,
104777,MELIO P-4893.B.ID,1000961861,50,CH20,,11555763L0,,5/23/2023,,
104780,EUDERM MATT SN2,1000809787,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809788,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809789,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809790,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809791,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809792,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809793,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809794,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809795,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809796,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809798,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809799,120,CH03,,1083960,6/1/2022,1/10/2022,21.06.2023,
104780,EUDERM MATT SN2,1000809797,102.806,CH20,,1083960,6/1/2022,7/6/2023,21.06.2023,
104786,CERA ST,1000764371,46,CH10,,F2107554,5/4/2022,4/28/2023,10.05.2023,
104790,RODAFIX 5010 GLOSS,1000975949,120,CH01,,200623D122,10/15/2024,6/30/2023,,
104791,RODA WAX KCF 699,1000975950,120,CH01,,200623C061,3/6/2024,6/30/2023,,
104804,CONTEX ARANCIO ECP,1000674169,120,CH01,,P14210,11/28/2022,1/27/2021,10.11.2023,
104824,NOVOLAC 750,1000956340,1000,CH01,,23B00556,2/1/2024,5/8/2023,,
104824,NOVOLAC 750,1000960956,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960957,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960958,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960959,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960960,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960961,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960962,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960963,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
104824,NOVOLAC 750,1000960964,1000,CH01,,23C00686,3/1/2024,5/19/2023,,
