Material,Component_Description,Consumption,Mon_Year
105549,SELLA DERM ORANGE M2,0.438,Sep_22
105550,RODA PUR K 312/F,7.5,Sep_22
105554,RODA LAC ON 3050-N3,37,Sep_22
105559,RODA BASE AF-B/N,210.771,Sep_22
105621,RODA WAX KCF 604/N,302.963,Sep_22
105655,PRIMAL LH 500,1571.258,Sep_22
105656,PRIMAL LH 550,1117.517,Sep_22
105659,EX-XR-55-250,14.489,Sep_22
100094,ACRYSOL RM-825,6.2,Jan_23
100322,ICALAC SB 200,675.489,Jan_23
100413,MELIO FOAM AX-03,111.365,Jan_23
101261,EUDERM NAPPA SOFT S 2,114.712,Jan_23
104528,BI-372,39,Jan_23
104531,BLUE DHL,0.182,Jan_23
104541,CICLOESANONE *,510.112,Jan_23
104555,FI-70-306,216.95,Jan_23
104572,ICALAC SB 215,43.177,Jan_23
104624,RODA CRYL 137,40.125,Jan_23
104625,RODA FEEL S 930,47.608,Jan_23
104634,RUBY DHL,0.076,Jan_23
104642,TOLUENE,18.686,Jan_23
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),61.25,Jan_23
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),10.32,Jan_23
104672,MP1,2329.757,Jan_23
104676,MELIO PROMUL AP-39 A,867.218,Jan_23
104680,MEK-CLEANING SOLVENT,170.651,Jan_23
104690,DC65,1.027,Jan_23
104691,TOUCHMILL C/WS,108.495,Jan_23
104727,DILUENT NITRO GL,12509.1,Jan_23
104729,TRUMP FINISH 6311,71.491,Jan_23
104745,ISOLAC GIALLO ORO,19.895,Jan_23
104746,ISOLAC LEMON LP,1.157,Jan_23
104747,ISOLAC OCRA,12.466,Jan_23
104748,ISOLAC BRUNO,5.483,Jan_23
104749,ISOLAC BRUNO ROSSO,15.092,Jan_23
104750,ISOLAC ROSSO,2.737,Jan_23
104752,ISOLAC VIOLETTO,40.55,Jan_23
104753,ISOLAC TURCHESE,12.794,Jan_23
104754,ISOLAC NERO,90.919,Jan_23
104756,BRITEX BLACK,5.404,Jan_23
104757,BRITEX BROWN,0.68,Jan_23
104769,CONTEX AMARANTO,25,Jan_23
104773,TO-VI-97,367.017,Jan_23
104824,NOVOLAC 750,3766.226,Jan_23
104845,RODA FIX 5180 DULL,19.137,Jan_23
104846,RODA FEEL N 4,506.429,Jan_23
104847,RODA FEEL S 2081,1.85,Jan_23
104858,ISO PROPYLIC ALCOHOL,161.105,Jan_23
104867,BASEMASK 5000,494.866,Jan_23
104873,EX-WT-42-511,138.7,Jan_23
104877,CRX S 75 / NT,205.286,Jan_23
104891,LS-64-256,365.75,Jan_23
104910,RODA CARE 5754,3226,Jan_23
104923,TOP RT 10,32.982,Jan_23
104926,TOP 100 M,84.751,Jan_23
104929,RODA BASE RECO 8,2269.05,Jan_23
104930,RODA PUR WX,13.152,Jan_23
104931,BINDER M-PR 400,12787.833,Jan_23
104932,BINDER W 212,2815.172,Jan_23
104937,MELIO AQUABASE W-MN,288.6,Jan_23
104938,COMPACT HP3,6230.743,Jan_23
104939,AQUAFIX LUCIDO 555,856.705,Jan_23
104944,RODA OIL KCF 673,35,Jan_23
104949,RODA BASE RECO 3,18.9,Jan_23
104959,EX-LS-64-468,82.4,Jan_23
104960,RODA LINK 5504/N,411.906,Jan_23
104962,RODA LEVELLER B-LM,64.092,Jan_23
104963,RODA CARE NL,433.838,Jan_23
104964,RODA FIX 6271/B,76,Jan_23
104965,RODA LINK C/70,278.378,Jan_23
104973,TFIX M 9562,14.9,Jan_23
104988,RM 2510,241.42,Jan_23
104989,RM 1080,194.82,Jan_23
105008,BINDER M-RI 99,1072.927,Jan_23
105020,BASEMASK 5755/T2,176,Jan_23
105027,RODA TEC AW,699.89,Jan_23
105042,SAMIANIL CB ROSSO RP,0.02,Jan_23
105043,SAMIANIL CB BRUNO RP,1.667,Jan_23
105045,SAMIANIL CB NERO RP,2.855,Jan_23
105084,GEALUX QT,2.25,Jan_23
105086,EX WT 43 051,1707.125,Jan_23
105126,ANTIFOAM NS-165,5.66,Jan_23
105150,AQ SYSTEM 555 LUX,1100.454,Jan_23
105173,SMITFIX G 9631,32.004,Jan_23
105203,RODA FIX 6306,126.3,Jan_23
105205,HM-22-132,42.062,Jan_23
105223,EXP AQ SYSTEM EF 91/8,1260,Jan_23
105263,RODA FEEL 768/ N,1.8,Jan_23
105283,BUTYL CARBITOL (BC),47.632,Jan_23
105305,Busan 1346,0.175,Jan_23
105310,RODA LAC S 214/N,2004.548,Jan_23
105336,EX-SU-76-235,770.162,Jan_23
105349,RODA FEEL S 2075,1.088,Jan_23
105369,RODA PUR ADX,6.031,Jan_23
105393,RODA FEEL KTA 950,50.06,Jan_23
105402,ICALAC SB1 MATT,3,Jan_23
105409,RODA GROUND RECO 5,32.018,Jan_23
105410,EX-WT-35-711,3771.203,Jan_23
105455,OXY CAR CITRON HP,20.945,Jan_23
105457,OXY CAR MOGANO HP,51.986,Jan_23
105458,OXY CAR AMARANTH HP,23.073,Jan_23
105459,OXY CAR OCEAN BLUE HP,16.051,Jan_23
105460,OXY FINE BIANCO RD,1438.303,Jan_23
105461,OXY CAR BROWN VIOLET HP,188.907,Jan_23
105462,OPERA RUBINO,11.462,Jan_23
105463,OPERA VERDE,17.314,Jan_23
105464,OPERA NERO FR,649.881,Jan_23
105465,OPERA OCRA DL,1245.796,Jan_23
105466,OPERA ROSSO DL,60.023,Jan_23
105467,OPERA BRUNO DL,189.507,Jan_23
105468,OPERA GIALLO,231.412,Jan_23
105469,OPERA LIMONE,127.361,Jan_23
105470,OPERA TURCHESE,53.257,Jan_23
105471,OPERA PORPORA,32.003,Jan_23
105472,OPERA ARANCIO,62.031,Jan_23
105473,OPERA BLU,98.791,Jan_23
105474,OXY CAR BORDEAUX HP,1.956,Jan_23
105475,OXY FINE VIOLETTO,49.221,Jan_23
105476,OPERA VINACCIA,47.45,Jan_23
105492,SELLA DERM YELLOW M2,3.844,Jan_23
105505,ASTACIN FINISH PUMN TF,1559.922,Jan_23
105513,ISOLAC BIANCO N LP,3.936,Jan_23
105515,SAMIACEL OPACO 813 ET,497.05,Jan_23
105516,RODA CARE HB-B,99,Jan_23
105533,SAMIACEL LACCA 793 ET,76.82,Jan_23
105534,SAMIACEL MACCHIA 3338 ET,157.089,Jan_23
105535,OPERA MANDARINO,24.835,Jan_23
105545,RODA WAX 4092,3.033,Jan_23
105546,SELLA DERM BROWN M2,0.8,Jan_23
105548,SELLA DERM FUCHSIA M2,0.056,Jan_23
105549,SELLA DERM ORANGE M2,4.228,Jan_23
105550,RODA PUR K 312/F,31.181,Jan_23
105554,RODA LAC ON 3050-N3,3.78,Jan_23
105559,RODA BASE AF-B/N,80.729,Jan_23
105621,RODA WAX KCF 604/N,97.928,Jan_23
105652,RODA CAR B98,10.1,Jan_23
105655,PRIMAL LH 500,261.871,Jan_23
105656,PRIMAL LH 550,147.311,Jan_23
105659,EX-XR-55-250,0.5,Jan_23
100094,ACRYSOL RM-825,53.45,Feb_23
100322,ICALAC SB 200,965.518,Feb_23
100413,MELIO FOAM AX-03,104.099,Feb_23
101261,EUDERM NAPPA SOFT S 2,678.268,Feb_23
104528,BI-372,17.87,Feb_23
104531,BLUE DHL,1.105,Feb_23
104541,CICLOESANONE *,738.044,Feb_23
104555,FI-70-306,259.4,Feb_23
104572,ICALAC SB 215,388.489,Feb_23
104624,RODA CRYL 137,60.831,Feb_23
104625,RODA FEEL S 930,79.377,Feb_23
104634,RUBY DHL,0.02,Feb_23
104642,TOLUENE,4.17,Feb_23
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),67.411,Feb_23
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),78.31,Feb_23
104672,MP1,5308.114,Feb_23
104676,MELIO PROMUL AP-39 A,1316.648,Feb_23
104680,MEK-CLEANING SOLVENT,195.294,Feb_23
104691,TOUCHMILL C/WS,134.82,Feb_23
104727,DILUENT NITRO GL,20819.591,Feb_23
104729,TRUMP FINISH 6311,8.22,Feb_23
104744,ISOLAC ORANGE,0.341,Feb_23
104745,ISOLAC GIALLO ORO,53.243,Feb_23
104746,ISOLAC LEMON LP,6.892,Feb_23
104747,ISOLAC OCRA,20.898,Feb_23
104748,ISOLAC BRUNO,9.767,Feb_23
104749,ISOLAC BRUNO ROSSO,34.928,Feb_23
104750,ISOLAC ROSSO,7.228,Feb_23
104752,ISOLAC VIOLETTO,51.491,Feb_23
104753,ISOLAC TURCHESE,20.623,Feb_23
104754,ISOLAC NERO,135.642,Feb_23
104756,BRITEX BLACK,6.777,Feb_23
104769,CONTEX AMARANTO,45.2,Feb_23
104770,CONTEX BLUE MARINE,8.7,Feb_23
104773,TO-VI-97,448.877,Feb_23
104804,CONTEX ARANCIO ECP,7.5,Feb_23
104824,NOVOLAC 750,6365.781,Feb_23
104846,RODA FEEL N 4,606.471,Feb_23
104847,RODA FEEL S 2081,13.35,Feb_23
104858,ISO PROPYLIC ALCOHOL,295.746,Feb_23
104867,BASEMASK 5000,903.443,Feb_23
104873,EX-WT-42-511,31.3,Feb_23
104877,CRX S 75 / NT,336.635,Feb_23
104891,LS-64-256,1075.03,Feb_23
104910,RODA CARE 5754,4730,Feb_23
104923,TOP RT 10,77.87,Feb_23
104926,TOP 100 M,111.462,Feb_23
104929,RODA BASE RECO 8,4249.72,Feb_23
104931,BINDER M-PR 400,17499.425,Feb_23
104932,BINDER W 212,5219.465,Feb_23
104937,MELIO AQUABASE W-MN,473.9,Feb_23
104938,COMPACT HP3,7307.92,Feb_23
104949,RODA BASE RECO 3,19.425,Feb_23
104959,EX-LS-64-468,195.424,Feb_23
104960,RODA LINK 5504/N,643.146,Feb_23
104962,RODA LEVELLER B-LM,78.528,Feb_23
104963,RODA CARE NL,626.825,Feb_23
104964,RODA FIX 6271/B,289.75,Feb_23
104965,RODA LINK C/70,286.69,Feb_23
104973,TFIX M 9562,410.683,Feb_23
104988,RM 2510,344.4,Feb_23
104989,RM 1080,213.301,Feb_23
105008,BINDER M-RI 99,889.913,Feb_23
105020,BASEMASK 5755/T2,850,Feb_23
105027,RODA TEC AW,750.439,Feb_23
105042,SAMIANIL CB ROSSO RP,0.453,Feb_23
105043,SAMIANIL CB BRUNO RP,2.362,Feb_23
105045,SAMIANIL CB NERO RP,13.369,Feb_23
105063,FI 18988,8,Feb_23
105084,GEALUX QT,64.5,Feb_23
105086,EX WT 43 051,1663.325,Feb_23
105126,ANTIFOAM NS-165,6.642,Feb_23
105150,AQ SYSTEM 555 LUX,3268.42,Feb_23
105151,BINDER W 207,1313.063,Feb_23
105173,SMITFIX G 9631,266.629,Feb_23
105175,SMITFIX G 9633,62.791,Feb_23
105203,RODA FIX 6306,48.525,Feb_23
105205,HM-22-132,47.64,Feb_23
105223,EXP AQ SYSTEM EF 91/8,2543.487,Feb_23
105255,MA-22-617,8.726,Feb_23
105263,RODA FEEL 768/ N,3.25,Feb_23
105282,BUTYL CELLOSOLVE (BCS),188,Feb_23
105283,BUTYL CARBITOL (BC),142.606,Feb_23
105305,Busan 1346,0.15,Feb_23
105310,RODA LAC S 214/N,2774.252,Feb_23
105336,EX-SU-76-235,1228.924,Feb_23
105349,RODA FEEL S 2075,0.55,Feb_23
105369,RODA PUR ADX,3.186,Feb_23
105393,RODA FEEL KTA 950,103.3,Feb_23
105402,ICALAC SB1 MATT,112.598,Feb_23
105409,RODA GROUND RECO 5,32.196,Feb_23
105410,EX-WT-35-711,4217.627,Feb_23
105455,OXY CAR CITRON HP,41.914,Feb_23
105457,OXY CAR MOGANO HP,27.274,Feb_23
105458,OXY CAR AMARANTH HP,36.688,Feb_23
105459,OXY CAR OCEAN BLUE HP,31.854,Feb_23
105460,OXY FINE BIANCO RD,2887.158,Feb_23
105461,OXY CAR BROWN VIOLET HP,238.217,Feb_23
105462,OPERA RUBINO,14.423,Feb_23
105463,OPERA VERDE,49.656,Feb_23
105464,OPERA NERO FR,904.514,Feb_23
105465,OPERA OCRA DL,1632.234,Feb_23
105466,OPERA ROSSO DL,24.165,Feb_23
105467,OPERA BRUNO DL,253.012,Feb_23
105468,OPERA GIALLO,220.084,Feb_23
105469,OPERA LIMONE,311.667,Feb_23
105470,OPERA TURCHESE,42.146,Feb_23
105471,OPERA PORPORA,31.407,Feb_23
105472,OPERA ARANCIO,91.42,Feb_23
105473,OPERA BLU,104.218,Feb_23
105474,OXY CAR BORDEAUX HP,10.196,Feb_23
105475,OXY FINE VIOLETTO,32.553,Feb_23
105476,OPERA VINACCIA,98.417,Feb_23
105492,SELLA DERM YELLOW M2,12.358,Feb_23
105505,ASTACIN FINISH PUMN TF,2434.501,Feb_23
105513,ISOLAC BIANCO N LP,18.976,Feb_23
105515,SAMIACEL OPACO 813 ET,751.01,Feb_23
105516,RODA CARE HB-B,37.6,Feb_23
105533,SAMIACEL LACCA 793 ET,503.421,Feb_23
105534,SAMIACEL MACCHIA 3338 ET,306.963,Feb_23
105535,OPERA MANDARINO,4.864,Feb_23
105545,RODA WAX 4092,11.166,Feb_23
105546,SELLA DERM BROWN M2,3.31,Feb_23
105547,SELLA DERM LIGHT BLUE M2,0.185,Feb_23
105548,SELLA DERM FUCHSIA M2,2.467,Feb_23
105549,SELLA DERM ORANGE M2,4.085,Feb_23
105550,RODA PUR K 312/F,178.869,Feb_23
105554,RODA LAC ON 3050-N3,9.248,Feb_23
105559,RODA BASE AF-B/N,39.271,Feb_23
105600,EX-WT-35-703,188.72,Feb_23
105621,RODA WAX KCF 604/N,87.656,Feb_23
105655,PRIMAL LH 500,1543.288,Feb_23
105656,PRIMAL LH 550,796.549,Feb_23
105659,EX-XR-55-250,0.99,Feb_23
100094,ACRYSOL RM-825,93.446,Mar_23
100322,ICALAC SB 200,943.445,Mar_23
100413,MELIO FOAM AX-03,171.699,Mar_23
101261,EUDERM NAPPA SOFT S 2,840.614,Mar_23
104523,ORANGE DHL,1.555,Mar_23
104528,BI-372,40.83,Mar_23
104531,BLUE DHL,0.31,Mar_23
104541,CICLOESANONE *,1295.21,Mar_23
104555,FI-70-306,402.55,Mar_23
104572,ICALAC SB 215,279.267,Mar_23
104624,RODA CRYL 137,159.506,Mar_23
104625,RODA FEEL S 930,87.024,Mar_23
104642,TOLUENE,19.09,Mar_23
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),16.147,Mar_23
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),169.79,Mar_23
104672,MP1,5855.911,Mar_23
104676,MELIO PROMUL AP-39 A,1789.612,Mar_23
104680,MEK-CLEANING SOLVENT,387.1,Mar_23
104691,TOUCHMILL C/WS,32.288,Mar_23
104703,SMITFIX G 9058,6.45,Mar_23
104727,DILUENT NITRO GL,29777.309,Mar_23
104729,TRUMP FINISH 6311,42.25,Mar_23
104744,ISOLAC ORANGE,1.89,Mar_23
104745,ISOLAC GIALLO ORO,69.397,Mar_23
104746,ISOLAC LEMON LP,1.051,Mar_23
104747,ISOLAC OCRA,34.167,Mar_23
104748,ISOLAC BRUNO,15.278,Mar_23
104749,ISOLAC BRUNO ROSSO,24.499,Mar_23
104750,ISOLAC ROSSO,15.061,Mar_23
104752,ISOLAC VIOLETTO,76.483,Mar_23
104753,ISOLAC TURCHESE,43.137,Mar_23
104754,ISOLAC NERO,200.536,Mar_23
104756,BRITEX BLACK,7.316,Mar_23
104757,BRITEX BROWN,0.208,Mar_23
104769,CONTEX AMARANTO,21,Mar_23
104770,CONTEX BLUE MARINE,7.1,Mar_23
104773,TO-VI-97,1282.043,Mar_23
104786,CERA ST,3.553,Mar_23
104804,CONTEX ARANCIO ECP,24.4,Mar_23
104824,NOVOLAC 750,9093.417,Mar_23
104846,RODA FEEL N 4,1208.25,Mar_23
104847,RODA FEEL S 2081,34.09,Mar_23
104858,ISO PROPYLIC ALCOHOL,421.27,Mar_23
104867,BASEMASK 5000,3164.105,Mar_23
104873,EX-WT-42-511,58.45,Mar_23
104877,CRX S 75 / NT,484.529,Mar_23
104891,LS-64-256,1294.872,Mar_23
104910,RODA CARE 5754,5664,Mar_23
104923,TOP RT 10,142.062,Mar_23
104926,TOP 100 M,218.703,Mar_23
104928,RODA BASE 5615,1508.5,Mar_23
104929,RODA BASE RECO 8,6516.263,Mar_23
104931,BINDER M-PR 400,28315.021,Mar_23
104932,BINDER W 212,49.263,Mar_23
104937,MELIO AQUABASE W-MN,554,Mar_23
104938,COMPACT HP3,10325.085,Mar_23
104944,RODA OIL KCF 673,35,Mar_23
104948,RODA WAX 6311,14,Mar_23
104949,RODA BASE RECO 3,0.5,Mar_23
104959,EX-LS-64-468,165.976,Mar_23
104960,RODA LINK 5504/N,1048.847,Mar_23
104961,RODA PUR 65,1919.464,Mar_23
104962,RODA LEVELLER B-LM,177.462,Mar_23
104963,RODA CARE NL,2500.351,Mar_23
104964,RODA FIX 6271/B,1227.25,Mar_23
104965,RODA LINK C/70,557.702,Mar_23
104973,TFIX M 9562,248.226,Mar_23
104988,RM 2510,523.445,Mar_23
104989,RM 1080,327.44,Mar_23
105008,BINDER M-RI 99,1695.689,Mar_23
105020,BASEMASK 5755/T2,1050,Mar_23
105027,RODA TEC AW,1567.521,Mar_23
105042,SAMIANIL CB ROSSO RP,2.165,Mar_23
105043,SAMIANIL CB BRUNO RP,11.43,Mar_23
105045,SAMIANIL CB NERO RP,19.843,Mar_23
105079,RODA CARE CE/N2,80,Mar_23
105084,GEALUX QT,38.25,Mar_23
105086,EX WT 43 051,3237.93,Mar_23
105114,SODA CASTIC,150,Mar_23
105126,ANTIFOAM NS-165,3.263,Mar_23
105150,AQ SYSTEM 555 LUX,4490.753,Mar_23
105151,BINDER W 207,7176.069,Mar_23
105173,SMITFIX G 9631,382.465,Mar_23
105175,SMITFIX G 9633,50.245,Mar_23
105203,RODA FIX 6306,37.2,Mar_23
105205,HM-22-132,43.663,Mar_23
105223,EXP AQ SYSTEM EF 91/8,2292.335,Mar_23
105255,MA-22-617,6.887,Mar_23
105263,RODA FEEL 768/ N,8.175,Mar_23
105278,LEVADERM YELLOW WB EXP 2210,13.3,Mar_23
105279,LEVADERM LEMON WB EXP 2303,3.3,Mar_23
105283,BUTYL CARBITOL (BC),141.583,Mar_23
105284,LEVADERM LIGHT BROWN WB EXP 2256,20.6,Mar_23
105286,LEVADERM GREEN WB EXP 2215,26.2,Mar_23
105287,LEVADERM GREY WB EXP 2219,13.3,Mar_23
105305,Busan 1346,0.1,Mar_23
105310,RODA LAC S 214/N,4227.541,Mar_23
105311,MK REFLEX RUBINO,10,Mar_23
105336,EX-SU-76-235,1716.775,Mar_23
105349,RODA FEEL S 2075,0.368,Mar_23
105369,RODA PUR ADX,37.483,Mar_23
105376,TOPCELL VOC FREE,357.5,Mar_23
105393,RODA FEEL KTA 950,180.446,Mar_23
105402,ICALAC SB1 MATT,42.1,Mar_23
105404,LEVADERM BLACK W NF,3.3,Mar_23
105405,SCARLATTO EUROLANA ML LIQ.,25,Mar_23
105407,METALIC BRONZE - NHU DONG NGUYEN CHAT 800,0.36,Mar_23
105409,RODA GROUND RECO 5,161.966,Mar_23
105410,EX-WT-35-711,9089.834,Mar_23
105455,OXY CAR CITRON HP,92.8,Mar_23
105457,OXY CAR MOGANO HP,81.31,Mar_23
105458,OXY CAR AMARANTH HP,61.853,Mar_23
105459,OXY CAR OCEAN BLUE HP,30.267,Mar_23
105460,OXY FINE BIANCO RD,4365.463,Mar_23
105461,OXY CAR BROWN VIOLET HP,466.19,Mar_23
105462,OPERA RUBINO,38.084,Mar_23
105463,OPERA VERDE,83.139,Mar_23
105464,OPERA NERO FR,1657.352,Mar_23
105465,OPERA OCRA DL,2350.858,Mar_23
105466,OPERA ROSSO DL,120.333,Mar_23
105467,OPERA BRUNO DL,308.23,Mar_23
105468,OPERA GIALLO,747.646,Mar_23
105469,OPERA LIMONE,401.433,Mar_23
105470,OPERA TURCHESE,172.501,Mar_23
105471,OPERA PORPORA,32.411,Mar_23
105472,OPERA ARANCIO,119.072,Mar_23
105473,OPERA BLU,201.555,Mar_23
105474,OXY CAR BORDEAUX HP,20.668,Mar_23
105475,OXY FINE VIOLETTO,46.479,Mar_23
105476,OPERA VINACCIA,162.539,Mar_23
105492,SELLA DERM YELLOW M2,14.162,Mar_23
105498,ETHYL ALCOHOL (ETHANOL 90),267,Mar_23
105505,ASTACIN FINISH PUMN TF,2423.054,Mar_23
105513,ISOLAC BIANCO N LP,9.893,Mar_23
105515,SAMIACEL OPACO 813 ET,1279.34,Mar_23
105516,RODA CARE HB-B,53.4,Mar_23
105533,SAMIACEL LACCA 793 ET,400.782,Mar_23
105534,SAMIACEL MACCHIA 3338 ET,318.451,Mar_23
105535,OPERA MANDARINO,49.914,Mar_23
105545,RODA WAX 4092,43.12,Mar_23
105546,SELLA DERM BROWN M2,3.076,Mar_23
105547,SELLA DERM LIGHT BLUE M2,0.976,Mar_23
105548,SELLA DERM FUCHSIA M2,2.225,Mar_23
105549,SELLA DERM ORANGE M2,2.688,Mar_23
105550,RODA PUR K 312/F,392.667,Mar_23
105554,RODA LAC ON 3050-N3,22.4,Mar_23
105559,RODA BASE AF-B/N,29.563,Mar_23
105594,SHADE LEMON/EJ,6.23,Mar_23
105600,EX-WT-35-703,203.4,Mar_23
105621,RODA WAX KCF 604/N,365.998,Mar_23
105655,PRIMAL LH 500,1974.214,Mar_23
105656,PRIMAL LH 550,1514.265,Mar_23
105659,EX-XR-55-250,8.193,Mar_23
100010,FORMIC ACID 85%,0,Apr_23
100017,ASTACIN GROUND UH TF,0,Apr_23
100019,SODIUM BICARBONATE,0,Apr_23
100029,HM183,0,Apr_23
100041,PRIMAL SB100,0,Apr_23
100045,WT-2524 //OUT OF PRODUCTION//,0,Apr_23
100047,ROSILK 2229,0,Apr_23
100062,AQUALENIW-80.A,0,Apr_23
100067,XR-13-436,0,Apr_23
100094,ACRYSOL RM-825,135.653,Apr_23
100239,DIACETON ALCOHOL,0,Apr_23
100322,ICALAC SB 200,1310.435,Apr_23
100388,MA 13135,0,Apr_23
100410,MELIO FETTGRIFF SZ,0,Apr_23
100413,MELIO FOAM AX-03,146.68,Apr_23
100417,MELIO LV03,0,Apr_23
100427,MELIO PROMUL 95,0,Apr_23
100429,MELIO PROMUL 66,0,Apr_23
100700,XR-13-096,0,Apr_23
101261,EUDERM NAPPA SOFT S 2,1062.626,Apr_23
101332,RU 22537.,0,Apr_23
101333,RC 13823,0,Apr_23
101374,GEAWAX FINISH 2000,0,Apr_23
101378,GEKTANE DNT,0,Apr_23
101380,GEKTANE F-40,0,Apr_23
101442,FI-22098,0,Apr_23
101872,AQUALEN AKU,0,Apr_23
101880,AMMONIAC NH3H20,0,Apr_23
101972,MELIO GROUND UP,0,Apr_23
102570,MELIO PROMUL 61,0,Apr_23
102970,MELIO TOP 239,0,Apr_23
103170,NOVA M 14,0,Apr_23
103250,RETICOLANTE 05,0,Apr_23
103640,DENSOTAN A,0,Apr_23
103697,TANIGAN HO,0,Apr_23
103870,NEOSAN 2000 WHITE ID,0,Apr_23
104062,DRASIL SM,0,Apr_23
104124,BUSAN 30L,0,Apr_23
104187,DOWELLER DRIVER 5511,0,Apr_23
104188,RU-43-901,0,Apr_23
104189,AQUACAST S,0,Apr_23
104194,AF 4000,0,Apr_23
104195,AMOLLAN IP,0,Apr_23
104196,CATIONAL VFC,0,Apr_23
104197,CORIAL EM FINISH G,0,Apr_23
104198,CORIAL EM FINISH M,0,Apr_23
104199,EUKESOL OIL GROUND,0,Apr_23
104200,EUKESOLAR RUBY B 150 LIQUID,0,Apr_23
104201,FI-50,0,Apr_23
104202,GEABIND 1530,0,Apr_23
104203,GEACRIL CB 300,0,Apr_23
104204,GEAGROUND HD,0,Apr_23
104205,GEAWAX AS/2 (GEALUXAS/2),0,Apr_23
104206,GEAWAX FINISH CK 25,0,Apr_23
104207,GEABIND 1605,0,Apr_23
104208,GEKTANE BRIGHT,0,Apr_23
104209,GLANZ F,0,Apr_23
104210,GEABIND 682,0,Apr_23
104211,GW 63,0,Apr_23
104212,LEPTON WAX P 60,0,Apr_23
104213,LEPTON WAX SW,0,Apr_23
104214,LS 8262,0,Apr_23
104215,MA 22-604,0,Apr_23
104216,MA-2406,0,Apr_23
104217,MELIO PROMUL 70,0,Apr_23
104218,ATLAS LEATHER OIL 90,0,Apr_23
104219,PREFONDAL K/72,0,Apr_23
104220,PRIMAL FGR,0,Apr_23
104221,PRIMAL SB-150,0,Apr_23
104222,PRIMAL DISPERSION 32A,0,Apr_23
104223,RPUK 050,0,Apr_23
104224,RA-2393,0.875,Apr_23
104225,SB-104,0,Apr_23
104226,SP CATIONAL HD,0,Apr_23
104227,SP K TOP BORDEAUX,0,Apr_23
104228,SP K TOP CHESTNUT,0,Apr_23
104229,SP K TOP YELLOW,0,Apr_23
104230,SP K TOP EXTRA BLACK,0,Apr_23
104231,SP K TOP OCHER,0,Apr_23
104232,SP K TOP RED BRILL,0,Apr_23
104233,SP K TOP TAN,0,Apr_23
104234,SP K TOP BLUE OCEAN,0,Apr_23
104235,STOSSGLANZ,0,Apr_23
104236,TELAFLEX U482,0,Apr_23
104237,TELAN IB YELLOW,0,Apr_23
104238,TELAN IB BLUE,0,Apr_23
104239,TELAN IB RED,0,Apr_23
104240,TELANIL DARK BROWN,0,Apr_23
104241,TELANIL RED,0,Apr_23
104242,TOP LL,0,Apr_23
104243,TOP VP 2,0,Apr_23
104244,TOP 10,0,Apr_23
104245,UNIPEL 1461,0,Apr_23
104246,UNITHANE TFC,0,Apr_23
104247,UNIWAX CRD,0,Apr_23
104248,VISCON C,0,Apr_23
104249,LUSTRAL WAX-BB,0,Apr_23
104250,LUSTRAL WAX-PULL,0,Apr_23
104251,XERODERM WF-N,0,Apr_23
104252,K-577,0,Apr_23
104253,BINDER SD,0,Apr_23
104254,ANILINE WAX BROWN-N,0,Apr_23
104255,ASTACIN FINISH SUSI TF,0,Apr_23
104256,CORIAL WAX EG,0,Apr_23
104257,DL-2245,0,Apr_23
104258,EFFECT FINISH VP,0,Apr_23
104259,ESTABLISHER FF 10,0,Apr_23
104260,GEACRIL FG 55,0,Apr_23
104261,GEACRIL M 35,0,Apr_23
104262,INACTIVATED - GEAWAX FINISH 2000,0,Apr_23
104263,INACTIVATED - GEKTANE F-40,0,Apr_23
104264,GW 4,0,Apr_23
104265,KCF-647,0,Apr_23
104266,LEPTON BROWN GN,0,Apr_23
104267,LEPTON WAX CS,0,Apr_23
104268,LEPTON BLUE N,0,Apr_23
104269,LEPTON YELLOW N,0,Apr_23
104270,LP-18-415,0,Apr_23
104271,LP-18-427,0,Apr_23
104272,LP-18-438,0,Apr_23
104273,OIL P,0,Apr_23
104274,PN 550,0,Apr_23
104275,SD-2456,0,Apr_23
104276,TELANIL LEMON,0,Apr_23
104277,ALPATOP FB,0,Apr_23
104278,LS-988,0,Apr_23
104279,LUSTRAL UT,0,Apr_23
104280,INACTIVATED - MELIO FETT GRIFF SZ,0,Apr_23
104281,MELIO GROUND K,0,Apr_23
104282,MELIO GROUND NC,0,Apr_23
104283,MELIO WAX PO-424,0,Apr_23
104284,MELIO WF-5230,0,Apr_23
104285,SFT OIL 29,0,Apr_23
104286,SP RPU H4,0,Apr_23
104287,HARD WAX,0,Apr_23
104288,ER-LEPTON RED N,0,Apr_23
104289,ER-LEPTON CARAMEL N,0,Apr_23
104290,ER-ASTACIN FINISH PUM,0,Apr_23
104291,ER-ASTACIN TOP LH,0,Apr_23
104292,ER-CORIAL EM FINISH G,0,Apr_23
104293,ER-NEOTOP E-S,0,Apr_23
104294,ER-HR-1127,0,Apr_23
104295,ER-HARDENER AZ,0,Apr_23
104296,ER-UW10,0,Apr_23
104297,ER-AQUAGRADE 96,0,Apr_23
104298,ER-LE-1272,0,Apr_23
104299,ER-ST-4522,0,Apr_23
