,Material,Component_Description,JAN_23,FEB_23,MAR_23,APR_23,MAY_23,JUN_23
1083,105349,RODA FEEL S 2075,1.088,0.55,0.368,0.416,0.652,6.372
1084,105350,RODA FIX 5020,0.0,0.0,0.0,0.0,0.0,0.0
1085,105351,RETICOLANTE 640,0.0,0.0,0.0,0.0,0.0,0.0
1086,105352,ICALAC SB MATT,0.0,0.0,0.0,0.0,0.0,0.0
1087,105353,LS-64-296,0.0,0.0,0.0,0.0,0.0,0.0
1088,105355,HYGROUND 5370,0.0,0.0,0.0,0.0,0.0,0.0
1089,105356,FYL OIL E,0.0,0.0,0.0,0.0,0.0,0.0
1090,105357,FYL WAX 707,0.0,0.0,0.0,0.0,0.0,0.0
1091,105358,WASSERLAC 3013,0.0,0.0,0.0,0.0,0.0,0.0
1092,105359,FYL TOP PTS 12,0.0,0.0,0.0,0.0,0.0,0.0
1093,105360,AQ SYSTEM 470 LUX,0.0,0.0,0.0,0.0,0.0,0.0
1094,105361,AQ SYSTEM 710 MATT,0.0,0.0,0.0,0.0,0.0,0.0
1095,105362,SYNTAL 2251/1,0.0,0.0,0.0,0.0,0.0,0.0
1096,105363,LW-64-490,0.0,0.0,0.0,0.0,0.0,0.0
1097,105364,FI-77,0.0,0.0,0.0,0.0,0.0,0.0
1098,105365,BASEMASK 5295,0.0,0.0,0.0,0.0,0.0,0.0
1099,105366,BASEMASK 5566,0.0,0.0,0.0,0.0,0.0,0.0
1100,105367,SMITBASE 5586,0.0,0.0,0.0,0.0,0.0,0.0
1101,105368,RODACRYL 114,0.0,0.0,0.0,0.0,0.0,0.0
1102,105369,RODA PUR ADX,6.031,3.186,37.483,27.437,4.585,2.4
1103,105370,RODA FIX 5792/N,0.0,0.0,0.0,0.0,0.0,0.0
1104,105371,RODA BASE RECO 2,0.0,0.0,0.0,0.0,0.0,0.0
1105,105372,RODA BASE 5786,0.0,0.0,0.0,0.0,0.0,0.0
1106,105373,RODA PUR 64,0.0,0.0,0.0,0.0,0.0,0.0
1107,105374,PRODUCT FX-5264 DULL,0.0,0.0,0.0,0.0,0.0,0.0
1108,105375,PRODUCT FX-5284 GLOSS,0.0,0.0,0.0,0.0,0.0,0.0
1109,105376,TOPCELL VOC FREE,0.0,0.0,357.5,4134.0,2131.5,1229.133
1110,105379,SUPRONIL HP GREEN 5573,0.0,0.0,0.0,0.0,0.0,0.0
1111,105380,SUPRONIL HP TURCHOISE 5574,0.0,0.0,0.0,0.0,0.0,0.0
1112,105381,SUPRONIL HP BLUE 5562,0.0,0.0,0.0,0.0,0.0,0.0
1113,105384,SAMIANIL LUX VERDE,0.0,0.0,0.0,0.0,0.0,0.0
1114,105385,SUPRONIL BLUE LD 5962,0.0,0.0,0.0,0.0,0.0,0.0
1115,105387,AQUALEN TOP LN.A,0.0,0.0,0.0,0.0,0.0,0.0
1116,105393,RODA FEEL KTA 950,50.06,103.3,180.446,175.804,47.83,154.81
1117,105395,SELLA DERM CITRON M2,0.0,0.0,0.0,0.0,0.0,0.0
1118,105402,ICALAC SB1 MATT,3.0,112.598,42.1,63.65,47.35,80.7
1119,105403,RODA GROUND 4078,0.0,0.0,0.0,0.0,0.0,0.0
1120,105404,LEVADERM BLACK W NF,0.0,0.0,3.3,0.0,0.0,0.0
1121,105405,SCARLATTO EUROLANA ML LIQ.,0.0,0.0,25.0,0.0,0.0,0.0
1122,105407,METALIC BRONZE - NHU DONG NGUYEN CHAT 800,0.0,0.0,0.36,0.0,0.0,0.0
1123,105408,AQ SYSTEM 3292 LUX,0.0,0.0,0.0,0.0,0.0,0.0
1124,105409,RODA GROUND RECO 5,32.018,32.196,161.966,126.136,25.695,8.4
1125,105410,EX-WT-35-711,3771.203,4217.627,9089.834,6042.147,3876.583,5906.343
1126,105411,XR-2514,0.0,0.0,0.0,0.0,0.0,0.0
1127,105412,AMONIAC 22?,0.0,0.0,0.0,0.0,0.0,0.0
1128,105417,METALIC BRONZE - NHU DONG DO 2500,0.0,0.0,0.0,0.0,0.0,0.0
1129,105422,CRX 600,0.0,0.0,0.0,0.0,0.0,0.0
1130,105424,DOWESION WHITE N136B,0.0,0.0,0.0,0.0,0.0,0.0
1131,105425,FYL WAX 2353,0.0,0.0,0.0,0.0,0.0,0.0
1132,105441,ALPATOP F 148 L,0.0,0.0,0.0,0.0,0.0,0.0
1133,105442,ALPATOP F 146 MATT,0.0,0.0,0.0,0.0,0.0,0.0
1134,105443,ICAFIX 282,0.0,0.0,0.0,33.95,81.0,18.2
1135,105444,DOWESION LEMON F271YL,0.0,0.0,0.0,2.88,0.0,0.0
1136,105445,DOWESION ORANGE RED F572YL,0.0,0.0,0.0,10.143,0.0,0.0
1137,105446,DOWESION LEMON H251YL,0.0,0.0,0.0,0.0,0.0,0.0
1138,105447,DOWESION GOLDEN YELLOW H252YL,0.0,0.0,0.0,0.0,0.0,0.0
1139,105455,OXY CAR CITRON HP,20.945,41.914,92.8,65.646,66.678,54.315
1140,105457,OXY CAR MOGANO HP,51.986,27.274,81.31,62.57,30.562,36.701
1141,105458,OXY CAR AMARANTH HP,23.073,36.688,61.853,57.329,18.954,14.298
1142,105459,OXY CAR OCEAN BLUE HP,16.051,31.854,30.267,58.705,15.314,39.324
1143,105460,OXY FINE BIANCO RD,1438.303,2887.158,4365.463,3585.769,3706.072,3468.251
1144,105461,OXY CAR BROWN VIOLET HP,188.907,238.217,466.19,322.99,312.017,367.497
1145,105462,OPERA RUBINO,11.462,14.423,38.084,19.34,19.825,18.315
1146,105463,OPERA VERDE,17.314,49.656,83.139,41.334,65.861,121.707
1147,105464,OPERA NERO FR,649.881,904.514,1657.352,1214.343,659.825,59.097
1148,105465,OPERA OCRA DL,1245.796,1632.234,2350.858,2204.25,2232.063,2356.983
1149,105466,OPERA ROSSO DL,60.023,24.165,120.333,59.433,53.894,57.386
1150,105467,OPERA BRUNO DL,189.507,253.012,308.23,304.121,268.429,318.828
1151,105468,OPERA GIALLO,231.412,220.084,747.646,586.211,400.578,336.4
1152,105469,OPERA LIMONE,127.361,311.667,401.433,251.378,149.87,177.308
1153,105470,OPERA TURCHESE,53.257,42.146,172.501,71.925,68.329,98.6
1154,105471,OPERA PORPORA,32.003,31.407,32.411,38.149,18.331,48.621
1155,105472,OPERA ARANCIO,62.031,91.42,119.072,38.392,69.895,106.402
1156,105473,OPERA BLU,98.791,104.218,201.555,131.992,240.918,243.395
1157,105474,OXY CAR BORDEAUX HP,1.956,10.196,20.668,12.732,11.514,34.699
1158,105475,OXY FINE VIOLETTO,49.221,32.553,46.479,71.055,24.924,13.867
1159,105476,OPERA VINACCIA,47.45,98.417,162.539,114.183,128.883,136.438
1160,105478,PP-77-315 BLACK,0.0,0.0,0.0,0.0,0.0,0.0
1161,105479,PP-11-139 WHITE,0.0,0.0,0.0,315.973,0.0,0.0
1162,105480,RU-43-919,0.0,0.0,0.0,0.0,0.0,0.0
1163,105481,FI-1700,0.0,0.0,0.0,433.858,0.0,0.0
1164,105482,GROUND 8385,0.0,0.0,0.0,0.0,0.0,0.0
1165,105483,UW-102,0.0,0.0,0.0,727.0,0.0,0.0
1166,105484,AQUAGRADE SUPERMATT,0.0,0.0,0.0,373.0,0.0,0.0
1167,105485,AQUADERM XL 80,0.0,0.0,0.0,0.0,2.73,0.0
1168,105492,SELLA DERM YELLOW M2,3.844,12.358,14.162,11.43,9.984,4.637
1169,105493,SUPRONIL YELLOW LD-5928,0.0,0.0,0.0,0.0,0.0,0.0
1170,105498,ETHYL ALCOHOL (ETHANOL 90),0.0,0.0,267.0,0.0,0.0,0.0
1171,105500,CRX 7222,0.0,0.0,0.0,0.0,0.0,0.0
1172,105501,AQUADERM XL 71,0.0,0.0,0.0,0.0,2.73,0.0
1173,105503,ASTACIN FINISH PS,0.0,0.0,0.0,0.0,0.0,0.0
1174,105504,AQUADERM XL DI 2,0.0,0.0,0.0,0.0,3.64,0.0
1175,105505,ASTACIN FINISH PUMN TF,1559.922,2434.501,2423.054,20.864,1424.948,2611.971
1176,105513,ISOLAC BIANCO N LP,3.936,18.976,9.893,5.473,2.661,2.867
1177,105515,SAMIACEL OPACO 813 ET,497.05,751.01,1279.34,665.282,953.216,635.524
1178,105516,RODA CARE HB-B,99.0,37.6,53.4,134.5,267.92,346.0
1179,105518,DOWELLEX RC 3310,0.0,0.0,0.0,1711.383,0.0,0.0
1180,105519,EXPANCEL 461-WE-20D36,0.0,0.0,0.0,60.002,0.0,0.0
1181,105520,RU-3910,0.0,0.0,0.0,1128.563,0.0,0.0
1182,105521,RC-77-022,0.0,0.0,0.0,0.0,0.0,0.0
1183,105533,SAMIACEL LACCA 793 ET,76.82,503.421,400.782,394.076,412.159,611.234
1184,105534,SAMIACEL MACCHIA 3338 ET,157.089,306.963,318.451,359.801,139.466,272.522
1185,105535,OPERA MANDARINO,24.835,4.864,49.914,30.592,37.761,13.988
1186,105541,PP-19-256,0.0,0.0,0.0,4.65,0.0,0.0
1187,105542,PP-19-261,0.0,0.0,0.0,82.451,0.0,0.0
1188,105543,DC-U2,0.0,0.0,0.0,96.74,0.0,0.0
1189,105544,AR-624,0.0,0.0,0.0,20.75,0.0,0.0
1190,105545,RODA WAX 4092,3.033,11.166,43.12,41.779,2.565,0.0
1191,105546,SELLA DERM BROWN M2,0.8,3.31,3.076,9.178,3.775,3.109
1192,105547,SELLA DERM LIGHT BLUE M2,0.0,0.185,0.976,1.633,0.09,0.169
1193,105548,SELLA DERM FUCHSIA M2,0.056,2.467,2.225,2.939,3.581,0.614
1194,105549,SELLA DERM ORANGE M2,4.228,4.085,2.688,0.005,0.0,0.0
1195,105550,RODA PUR K 312/F,31.181,178.869,392.667,114.897,48.04,55.868
1196,105554,RODA LAC ON 3050-N3,3.78,9.248,22.4,13.715,7.525,17.5
1197,105556,PP-19-271 (GREEN PIGMENT),0.0,0.0,0.0,2.458,0.0,0.0
1198,105557,NEOSAN 2000 MAGENTA (PIGMENT),0.0,0.0,0.0,21.031,0.0,0.0
1199,105558,NEOSAN 2000 BEIGE (PIGMENT),0.0,0.0,0.0,7.129,0.0,0.0
1200,105559,RODA BASE AF-B/N,80.729,39.271,29.563,99.141,160.026,293.709
1201,105560,RODA FIX 5792/N2,0.0,0.0,0.0,0.0,0.0,0.0
1202,105561,DYE BEST J,0.0,0.0,0.0,0.0,0.0,0.0
1203,105565,MERLYN ECO-TAN,0.0,0.0,0.0,0.0,0.0,0.0
1204,105586,111FT,0.0,0.0,0.0,0.0,0.0,0.0
1205,105589,SHADE ORANGE/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1206,105590,SHADE WHITE/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1207,105591,SHADE TAN/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1208,105592,SHADE BROWN/EJ,0.0,0.0,0.0,0.0,0.0,0.07
1209,105593,SHADE YELLOW/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1210,105594,SHADE LEMON/EJ,0.0,0.0,6.23,14.975,9.009,5.042
1211,105595,SHADE BLACK/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1212,105596,SHADE CARAMEL/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1213,105597,SHADE RED/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1214,105598,SHADE BLU/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1215,105599,SHADE VIOLET/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1216,105600,EX-WT-35-703,0.0,188.72,203.4,22.75,12.58,38.0
1217,105601,RODA WAX 2009/N,0.0,0.0,0.0,0.0,0.0,0.0
1218,105602,1071,0.0,0.0,0.0,0.0,0.0,0.0
1219,105603,NO.29CN,0.0,0.0,0.0,0.0,0.0,0.0
1220,105604,NP-200,0.0,0.0,0.0,0.0,0.0,0.0
1221,105606,UE-311,0.0,0.0,0.0,0.0,0.0,0.0
1222,105610,AQUALEN PASTE VN.A,0.0,0.0,0.0,137.068,0.0,0.0
1223,105611,SHADE YELLOW CO/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1224,105612,SHADE FUXIA/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1225,105613,DOWELSION WHITE H151,0.0,0.0,0.0,920.146,0.0,0.0
1226,105614,PRIMAL LH-100,0.0,0.0,0.0,0.0,0.0,0.0
1227,105615,PRIMAL LH-150,0.0,0.0,0.0,0.0,0.0,0.0
1228,105620,XR 55-250,0.0,0.0,0.0,0.0,0.0,0.0
1229,105621,RODA WAX KCF 604/N,97.928,87.656,365.998,251.65,72.555,46.8
1230,105622,DOWELLEX RC 3316    ,0.0,0.0,0.0,0.0,0.0,0.0
1231,105623,DOWELLER WAX 5053,0.0,0.0,0.0,0.0,0.0,0.0
1232,105624,NNXC R-16L,0.0,0.0,0.0,0.0,0.0,0.0
1233,105625,DOWELLIC RA 1611     ,0.0,0.0,0.0,0.0,0.0,0.0
1234,105626,NNXC R-16L,0.0,0.0,0.0,0.0,0.0,0.0
1235,105628,RA 1216,0.0,0.0,0.0,0.0,0.0,0.0
1236,105636,DOWESION BLACK H950,0.0,0.0,0.0,213.75,0.0,0.0
1237,105638,PEVIT XVS 5491,0.0,0.0,0.0,0.0,0.0,0.0
1238,105652,RODA CAR B98,10.1,0.0,0.0,0.0,0.0,0.0
1239,105653,RODA PENETR 710,0.0,0.0,0.0,0.0,0.0,0.0
1240,105654,RODA PENETR 710,0.0,0.0,0.0,0.0,0.0,0.0
1241,105655,PRIMAL LH 500,261.871,1543.288,1974.214,2421.187,554.594,1506.06
1242,105656,PRIMAL LH 550,147.311,796.549,1514.265,1246.031,366.889,1063.172
1243,105658,AQUABASE UPH,0.0,0.0,0.0,0.0,0.0,0.0
1244,105659,EX-XR-55-250,0.5,0.99,8.193,3.543,0.0,6.169
1245,105662,MICROTEX - UP BLACK,0.0,0.0,0.0,0.0,0.0,0.0
1246,105663,MICROTEX - UP MOGANO,0.0,0.0,0.0,0.0,0.0,0.0
1247,105682,FYL WAX 69,0.0,0.0,0.0,0.0,20.0,22.15
1248,105684,FYL WAX 2500,0.0,0.0,0.0,0.0,2.0,2.23
1249,105685,PRIMEX 2293,0.0,0.0,0.0,0.0,0.948,1.1
1250,105692,EXP SHADE BLACK MD/EJ,0.0,0.0,0.0,0.0,0.0,0.0
1251,105693,DOWELLFEL F8211,0.0,0.0,0.0,218.1,0.0,0.0
1252,105697,SYNTAX 799,0.0,0.0,0.0,0.0,0.0,0.0
1253,105698,MICROTEX - UP,0.0,0.0,0.0,0.0,0.0,0.0
1254,105699,PM 67,0.0,0.0,0.0,0.0,0.0,0.0
1255,105700,AQUADERM ADDITIVE XF EXP 2208,0.0,0.0,0.0,0.0,0.0,0.014
1256,105701,RODA BASE RECO 10,0.0,0.0,0.0,0.0,0.0,0.0
1257,105706,RODA FIX SFD,0.0,0.0,0.0,0.0,0.0,0.0
1258,105707,LC 189/70 PC,0.0,0.0,0.0,0.0,0.0,0.0
1259,105708,LC 393/M,0.0,0.0,0.0,0.0,0.0,0.0
1260,105709,GIALLO EUROLANA SGL LIQ,0.0,0.0,0.0,0.0,0.0,0.0
1261,105710,ARANCIO EUROLANA NR LIQ.,0.0,0.0,0.0,0.0,0.0,0.0
1262,105711,BORDO EUROLANA SB LIQ.,0.0,0.0,0.0,0.0,0.0,0.0
1263,105712,FINISHING KT-468,0.0,0.0,0.0,0.0,0.0,0.0
1264,105713,BRUNO EUROLANA BM LIQ,0.0,0.0,0.0,0.0,0.0,0.0
1265,105715,1920-UR,0.0,0.0,0.0,0.0,0.0,0.0
1266,105716,GIALLO EUROLANA 5RL NEW LIQ.,0.0,0.0,0.0,0.0,0.0,0.0
1267,105717,BLU EUROLANA SB LIQ.,0.0,0.0,0.0,0.0,0.0,0.0
1268,105718,NERO EUROLANA SR LIQ.,0.0,0.0,0.0,0.0,0.0,0.0
1269,105719,MICROTEX-UP GREEN,0.0,0.0,0.0,0.0,0.0,0.0
1270,105720,MICROTEX-UP LIME,0.0,0.0,0.0,0.0,0.0,0.0
1271,105721,MICROTEX-UP MAGENTA,0.0,0.0,0.0,0.0,0.0,0.0
1272,105722,DOWELLISH TOP M7228,0.0,0.0,0.0,0.0,0.0,0.0
1273,105739,MICROTEX-UP MANDARINE,0.0,0.0,0.0,0.0,0.0,0.0
1274,105740,MICROTEX-UP RED,0.0,0.0,0.0,0.0,0.0,0.0
1275,105741,MICROTEX-UP RED VIOLET,0.0,0.0,0.0,0.0,0.0,0.0
1276,105742,MICROTEX-UP RUBY,0.0,0.0,0.0,0.0,0.0,0.0
1277,105743,MICROTEX-UP TURQUOISE,0.0,0.0,0.0,0.0,0.0,0.0
1278,105744,MICROTEX-UP WHITE,0.0,0.0,0.0,0.0,0.0,0.0
1279,105745,MICROTEX-UP YELLOW,0.0,0.0,0.0,0.0,0.0,0.0
1280,105746,PRODUCT WX 5266,0.0,0.0,0.0,0.0,0.0,0.0
